"","dist_year","Expulsion_Asian","Expulsion_Black","Expulsion_White","Expulsion_Hispanic","Expulsions_Males","Expulsions_Females","Expulsion_Other"
"11860","32276_2011-12","*","0","*",2,"0","0",0
"11861","32276_2011-12","*","0","0",2,"0","0",0
"11862","32276_2011-12","*","0","0",2,"0","0",0
"11863","32276_2011-12","*","0","0",2,"0","0",0
"11864","32276_2011-12","*","0","0",2,"0","0",0
"11865","32276_2011-12","0","0","0",2,"0","0",0
"11866","32276_2011-12","0","0","0",2,"0","0",0
"11867","32276_2011-12","0","0","0",2,"0","0",0
"11868","32276_2011-12","0","0","0",2,"0","0",0
"11869","32276_2011-12","0","0","*",2,"0","0",0
"11870","32276_2011-12","0","0","*",2,"0","0",0
"11871","32276_2011-12","0","0","*",2,"0","0",0
"11872","32276_2011-12","0","0","*",2,"0","0",0
"11873","32276_2011-12","*","0","0",2,"0","0",0
"11874","32276_2011-12","*","0","0",2,"0","0",0
"11875","32276_2011-12","*","0","0",2,"0","0",0
"11876","32276_2011-12","*","0","0",2,"0","0",0
"11877","32276_2011-12","*","0","*",2,"0","0",0
"11878","32276_2011-12","*","0","*",2,"0","0",0
"11879","32276_2011-12","*","0","*",2,"0","0",0
"11880","32276_2011-12","*","0","*",2,"0","0",0
"11881","32276_2011-12","*","0","0",2,"0","0",0
"11882","32276_2011-12","*","0","0",2,"0","0",0
"11883","32276_2011-12","*","0","0",2,"0","0",0
"11884","32276_2011-12","*","0","0",2,"0","0",0
"11885","32276_2011-12","*","0","0",2,"0","0",0
"11886","32276_2011-12","*","0","0",2,"0","0",0
"11887","32276_2011-12","*","0","0",2,"0","0",0
"11888","32276_2011-12","*","0","0",2,"0","0",0
"11889","32276_2011-12","*","0","*",2,"0","0",0
"11890","32276_2011-12","*","0","*",2,"0","0",0
"11891","32276_2011-12","*","0","*",2,"0","0",0
"11892","32276_2011-12","*","0","*",2,"0","0",0
"11893","32276_2011-12","*","0","*",2,"0","0",0
"11894","32276_2011-12","*","0","*",2,"0","0",0
"11895","32276_2011-12","*","0","*",2,"0","0",0
"11896","32276_2011-12","*","0","*",2,"0","0",0
"11897","32276_2011-12","0","0","0",2,"0","0",0
"11898","32276_2011-12","0","0","0",2,"0","0",0
"11899","32276_2011-12","0","0","0",2,"0","0",0
"11900","32276_2011-12","0","0","0",2,"0","0",0
"11901","32276_2011-12","0","0","0",2,"0","0",0
"11902","32276_2011-12","0","0","0",2,"0","0",0
"11903","32276_2011-12","0","0","0",2,"0","0",0
"11904","32276_2011-12","0","0","0",2,"0","0",0
"11905","32276_2011-12","*","0","*",2,"0","0",0
"11906","32276_2011-12","*","0","*",2,"0","0",0
"11907","32276_2011-12","*","0","*",2,"0","0",0
"11908","32276_2011-12","*","0","*",2,"0","0",0
"11909","32276_2011-12","0","0","*",2,"0","0",0
"11910","32276_2011-12","0","0","*",2,"0","0",0
"11911","32276_2011-12","0","0","*",2,"0","0",0
"11912","32276_2011-12","0","0","*",2,"0","0",0
"11913","32276_2011-12","*","0","*",2,"0","0",0
"11914","32276_2011-12","*","0","*",2,"0","0",0
"11915","32276_2011-12","*","0","*",2,"0","0",0
"11916","32276_2011-12","*","0","*",2,"0","0",0
"11917","32276_2011-12","*","0","0",2,"0","0",0
"11918","32276_2011-12","*","0","0",2,"0","0",0
"11919","32276_2011-12","*","0","0",2,"0","0",0
"11920","32276_2011-12","*","0","0",2,"0","0",0
"11921","32276_2011-12","*","0","0",2,"0","0",0
"11922","32276_2011-12","*","0","0",2,"0","0",0
"11923","32276_2011-12","*","0","0",2,"0","0",0
"11924","32276_2011-12","*","0","0",2,"0","0",0
"11925","32276_2011-12","*","0","*",2,"0","0",0
"11926","32276_2011-12","*","0","*",2,"0","0",0
"11927","32276_2011-12","*","0","*",2,"0","0",0
"11928","32276_2011-12","*","0","*",2,"0","0",0
"11929","32276_2011-12","*","0","0",2,"0","0",0
"11930","32276_2011-12","*","0","0",2,"0","0",0
"11931","32276_2011-12","*","0","0",2,"0","0",0
"11932","32276_2011-12","*","0","0",2,"0","0",0
"11933","32276_2011-12","*","0","0",2,"0","0",0
"11934","32276_2011-12","*","0","0",2,"0","0",0
"11935","32276_2011-12","*","0","0",2,"0","0",0
"11936","32276_2011-12","*","0","0",2,"0","0",0
"11937","32276_2011-12","*","0","0",2,"0","0",0
"11938","32276_2011-12","*","0","0",2,"0","0",0
"11939","32276_2011-12","*","0","0",2,"0","0",0
"11940","32276_2011-12","*","0","0",2,"0","0",0
"11941","32276_2011-12","0","0","*",2,"0","0",0
"11942","32276_2011-12","0","0","*",2,"0","0",0
"11943","32276_2011-12","0","0","*",2,"0","0",0
"11944","32276_2011-12","0","0","*",2,"0","0",0
"11945","32276_2011-12","*","0","*",2,"0","0",0
"11946","32276_2011-12","*","0","*",2,"0","0",0
"11947","32276_2011-12","*","0","*",2,"0","0",0
"11948","32276_2011-12","*","0","*",2,"0","0",0
"11949","32276_2011-12","*","0","*",2,"0","0",0
"11950","32276_2011-12","*","0","*",2,"0","0",0
"11951","32276_2011-12","*","0","*",2,"0","0",0
"11952","32276_2011-12","*","0","*",2,"0","0",0
"11953","32276_2011-12","*","0","*",2,"0","0",0
"11954","32276_2011-12","*","0","*",2,"0","0",0
"11955","32276_2011-12","*","0","*",2,"0","0",0
"11956","32276_2011-12","*","0","*",2,"0","0",0
"11957","32276_2011-12","*","0","*",2,"0","0",0
"11958","32276_2011-12","*","0","*",2,"0","0",0
"11959","32276_2011-12","*","0","*",2,"0","0",0
"11960","32276_2011-12","*","0","*",2,"0","0",0
"11961","32276_2011-12","*","0","0",2,"0","0",0
"11962","32276_2011-12","*","0","0",2,"0","0",0
"11963","32276_2011-12","*","0","0",2,"0","0",0
"11964","32276_2011-12","*","0","0",2,"0","0",0
"11965","32276_2011-12","0","0","*",2,"0","0",0
"11966","32276_2011-12","0","0","*",2,"0","0",0
"11967","32276_2011-12","0","0","*",2,"0","0",0
"11968","32276_2011-12","0","0","*",2,"0","0",0
"11969","32276_2011-12","*","0","0",2,"0","0",0
"11970","32276_2011-12","*","0","0",2,"0","0",0
"11971","32276_2011-12","*","0","0",2,"0","0",0
"11972","32276_2011-12","*","0","0",2,"0","0",0
"11973","32276_2011-12","*","0","*",2,"0","0",0
"11974","32276_2011-12","*","0","*",2,"0","0",0
"11975","32276_2011-12","*","0","*",2,"0","0",0
"11976","32276_2011-12","*","0","*",2,"0","0",0
"11977","32276_2011-12","*","0","*",2,"0","0",0
"11978","32276_2011-12","*","0","*",2,"0","0",0
"11979","32276_2011-12","*","0","*",2,"0","0",0
"11980","32276_2011-12","*","0","*",2,"0","0",0
"11981","32276_2011-12","0","0","0",2,"0","0",0
"11982","32276_2011-12","0","0","0",2,"0","0",0
"11983","32276_2011-12","0","0","0",2,"0","0",0
"11984","32276_2011-12","0","0","0",2,"0","0",0
"11985","32276_2011-12","*","0","0",2,"0","0",0
"11986","32276_2011-12","*","0","0",2,"0","0",0
"11987","32276_2011-12","*","0","0",2,"0","0",0
"11988","32276_2011-12","*","0","0",2,"0","0",0
"11989","32276_2011-12","*","0","0",2,"0","0",0
"11990","32276_2011-12","*","0","0",2,"0","0",0
"11991","32276_2011-12","*","0","0",2,"0","0",0
"11992","32276_2011-12","*","0","0",2,"0","0",0
"11993","32276_2011-12","0","0","*",2,"0","0",0
"11994","32276_2011-12","0","0","*",2,"0","0",0
"11995","32276_2011-12","0","0","*",2,"0","0",0
"11996","32276_2011-12","0","0","*",2,"0","0",0
"11997","32276_2011-12","*","0","0",2,"0","0",0
"11998","32276_2011-12","*","0","0",2,"0","0",0
"11999","32276_2011-12","*","0","0",2,"0","0",0
"12000","32276_2011-12","*","0","0",2,"0","0",0
"12001","32276_2011-12","*","0","0",2,"0","0",0
"12002","32276_2011-12","*","0","0",2,"0","0",0
"12003","32276_2011-12","*","0","0",2,"0","0",0
"12004","32276_2011-12","*","0","0",2,"0","0",0
"12005","32276_2011-12","0","0","*",2,"0","0",0
"12006","32276_2011-12","0","0","*",2,"0","0",0
"12007","32276_2011-12","0","0","*",2,"0","0",0
"12008","32276_2011-12","0","0","*",2,"0","0",0
"12009","32276_2011-12","0","0","0",2,"0","0",0
"12010","32276_2011-12","0","0","0",2,"0","0",0
"12011","32276_2011-12","0","0","0",2,"0","0",0
"12012","32276_2011-12","0","0","0",2,"0","0",0
"12013","32276_2011-12","0","0","0",2,"0","0",0
"12014","32276_2011-12","0","0","0",2,"0","0",0
"12015","32276_2011-12","0","0","0",2,"0","0",0
"12016","32276_2011-12","0","0","0",2,"0","0",0
"12017","32276_2011-12","0","0","0",2,"0","0",0
"12018","32276_2011-12","0","0","0",2,"0","0",0
"12019","32276_2011-12","0","0","0",2,"0","0",0
"12020","32276_2011-12","0","0","0",2,"0","0",0
"12021","32276_2011-12","*","0","*",2,"0","0",0
"12022","32276_2011-12","*","0","*",2,"0","0",0
"12023","32276_2011-12","*","0","*",2,"0","0",0
"12024","32276_2011-12","*","0","*",2,"0","0",0
"12025","32276_2011-12","*","0","0",2,"0","0",0
"12026","32276_2011-12","*","0","0",2,"0","0",0
"12027","32276_2011-12","*","0","0",2,"0","0",0
"12028","32276_2011-12","*","0","0",2,"0","0",0
"12029","32276_2011-12","*","0","*",2,"0","0",0
"12030","32276_2011-12","*","0","*",2,"0","0",0
"12031","32276_2011-12","*","0","*",2,"0","0",0
"12032","32276_2011-12","*","0","*",2,"0","0",0
"12033","32276_2011-12","*","0","*",2,"0","0",0
"12034","32276_2011-12","*","0","*",2,"0","0",0
"12035","32276_2011-12","*","0","*",2,"0","0",0
"12036","32276_2011-12","*","0","*",2,"0","0",0
"12037","32276_2011-12","*","0","*",2,"0","0",0
"12038","32276_2011-12","*","0","*",2,"0","0",0
"12039","32276_2011-12","*","0","*",2,"0","0",0
"12040","32276_2011-12","*","0","*",2,"0","0",0
"12041","32276_2011-12","*","0","*",2,"0","0",0
"12042","32276_2011-12","*","0","*",2,"0","0",0
"12043","32276_2011-12","*","0","*",2,"0","0",0
"12044","32276_2011-12","*","0","*",2,"0","0",0
"12045","32276_2011-12","*","0","0",2,"0","0",0
"12046","32276_2011-12","*","0","0",2,"0","0",0
"12047","32276_2011-12","*","0","0",2,"0","0",0
"12048","32276_2011-12","*","0","0",2,"0","0",0
"12049","32276_2011-12","*","0","*",2,"0","0",0
"12050","32276_2011-12","*","0","*",2,"0","0",0
"12051","32276_2011-12","*","0","*",2,"0","0",0
"12052","32276_2011-12","*","0","*",2,"0","0",0
"12053","32276_2011-12","*","0","0",2,"0","0",0
"12054","32276_2011-12","*","0","0",2,"0","0",0
"12055","32276_2011-12","*","0","0",2,"0","0",0
"12056","32276_2011-12","*","0","0",2,"0","0",0
"12057","32276_2011-12","*","0","0",2,"0","0",0
"12058","32276_2011-12","*","0","0",2,"0","0",0
"12059","32276_2011-12","*","0","0",2,"0","0",0
"12060","32276_2011-12","*","0","0",2,"0","0",0
"12061","32276_2011-12","*","0","0",2,"0","0",0
"12062","32276_2011-12","*","0","0",2,"0","0",0
"12063","32276_2011-12","*","0","0",2,"0","0",0
"12064","32276_2011-12","*","0","0",2,"0","0",0
"12065","32276_2011-12","*","0","*",2,"0","0",0
"12066","32276_2011-12","*","0","*",2,"0","0",0
"12067","32276_2011-12","*","0","*",2,"0","0",0
"12068","32276_2011-12","*","0","*",2,"0","0",0
"12069","32276_2011-12","*","0","0",2,"0","0",0
"12070","32276_2011-12","*","0","0",2,"0","0",0
"12071","32276_2011-12","*","0","0",2,"0","0",0
"12072","32276_2011-12","*","0","0",2,"0","0",0
"12073","32276_2011-12","*","0","0",2,"0","0",0
"12074","32276_2011-12","*","0","0",2,"0","0",0
"12075","32276_2011-12","*","0","0",2,"0","0",0
"12076","32276_2011-12","*","0","0",2,"0","0",0
"12077","32276_2011-12","*","0","*",2,"0","0",0
"12078","32276_2011-12","*","0","*",2,"0","0",0
"12079","32276_2011-12","*","0","*",2,"0","0",0
"12080","32276_2011-12","*","0","*",2,"0","0",0
"12081","32276_2011-12","*","0","*",2,"0","0",0
"12082","32276_2011-12","*","0","*",2,"0","0",0
"12083","32276_2011-12","*","0","*",2,"0","0",0
"12084","32276_2011-12","*","0","*",2,"0","0",0
"12085","32276_2011-12","0","0","0",2,"0","0",0
"12086","32276_2011-12","0","0","0",2,"0","0",0
"12087","32276_2011-12","0","0","0",2,"0","0",0
"12088","32276_2011-12","0","0","0",2,"0","0",0
"12089","32276_2011-12","0","0","0",2,"0","0",0
"12090","32276_2011-12","0","0","0",2,"0","0",0
"12091","32276_2011-12","0","0","0",2,"0","0",0
"12092","32276_2011-12","0","0","0",2,"0","0",0
"12093","32276_2011-12","*","0","0",2,"0","0",0
"12094","32276_2011-12","*","0","0",2,"0","0",0
"12095","32276_2011-12","*","0","0",2,"0","0",0
"12096","32276_2011-12","*","0","0",2,"0","0",0
"12097","32276_2011-12","*","0","0",2,"0","0",0
"12098","32276_2011-12","*","0","0",2,"0","0",0
"12099","32276_2011-12","*","0","0",2,"0","0",0
"12100","32276_2011-12","*","0","0",2,"0","0",0
"12101","32276_2011-12","*","0","0",2,"0","0",0
"12102","32276_2011-12","*","0","0",2,"0","0",0
"12103","32276_2011-12","*","0","0",2,"0","0",0
"12104","32276_2011-12","*","0","0",2,"0","0",0
"12105","32276_2011-12","*","0","*",2,"0","0",0
"12106","32276_2011-12","*","0","*",2,"0","0",0
"12107","32276_2011-12","*","0","*",2,"0","0",0
"12108","32276_2011-12","*","0","*",2,"0","0",0
"12109","32276_2011-12","*","0","0",2,"0","0",0
"12110","32276_2011-12","*","0","0",2,"0","0",0
"12111","32276_2011-12","*","0","0",2,"0","0",0
"12112","32276_2011-12","*","0","0",2,"0","0",0
"12113","32276_2011-12","*","0","*",2,"0","0",0
"12114","32276_2011-12","*","0","*",2,"0","0",0
"12115","32276_2011-12","*","0","*",2,"0","0",0
"12116","32276_2011-12","*","0","*",2,"0","0",0
"12117","32276_2011-12","*","0","*",2,"0","0",0
"12118","32276_2011-12","*","0","*",2,"0","0",0
"12119","32276_2011-12","*","0","*",2,"0","0",0
"12120","32276_2011-12","*","0","*",2,"0","0",0
"12121","32276_2011-12","0","0","0",2,"0","0",0
"12122","32276_2011-12","0","0","0",2,"0","0",0
"12123","32276_2011-12","0","0","0",2,"0","0",0
"12124","32276_2011-12","0","0","0",2,"0","0",0
"12125","32276_2011-12","0","0","*",2,"0","0",0
"12126","32276_2011-12","0","0","*",2,"0","0",0
"12127","32276_2011-12","0","0","*",2,"0","0",0
"12128","32276_2011-12","0","0","*",2,"0","0",0
"12129","32276_2011-12","*","0","0",2,"0","0",0
"12130","32276_2011-12","*","0","0",2,"0","0",0
"12131","32276_2011-12","*","0","0",2,"0","0",0
"12132","32276_2011-12","*","0","0",2,"0","0",0
"12133","32276_2011-12","*","0","0",2,"0","0",0
"12134","32276_2011-12","*","0","0",2,"0","0",0
"12135","32276_2011-12","*","0","0",2,"0","0",0
"12136","32276_2011-12","*","0","0",2,"0","0",0
"12137","32276_2011-12","0","0","*",2,"0","0",0
"12138","32276_2011-12","0","0","*",2,"0","0",0
"12139","32276_2011-12","0","0","*",2,"0","0",0
"12140","32276_2011-12","0","0","*",2,"0","0",0
"12141","32276_2011-12","0","0","0",2,"0","0",0
"12142","32276_2011-12","0","0","0",2,"0","0",0
"12143","32276_2011-12","0","0","0",2,"0","0",0
"12144","32276_2011-12","0","0","0",2,"0","0",0
"12145","32276_2011-12","*","0","0",2,"0","0",0
"12146","32276_2011-12","*","0","0",2,"0","0",0
"12147","32276_2011-12","*","0","0",2,"0","0",0
"12148","32276_2011-12","*","0","0",2,"0","0",0
"12149","32276_2011-12","*","0","0",2,"0","0",0
"12150","32276_2011-12","*","0","0",2,"0","0",0
"12151","32276_2011-12","*","0","0",2,"0","0",0
"12152","32276_2011-12","*","0","0",2,"0","0",0
"12153","32276_2011-12","*","0","*",2,"0","0",0
"12154","32276_2011-12","*","0","*",2,"0","0",0
"12155","32276_2011-12","*","0","*",2,"0","0",0
"12156","32276_2011-12","*","0","*",2,"0","0",0
"12157","32276_2011-12","0","0","*",2,"0","0",0
"12158","32276_2011-12","0","0","*",2,"0","0",0
"12159","32276_2011-12","0","0","*",2,"0","0",0
"12160","32276_2011-12","0","0","*",2,"0","0",0
"12161","32276_2011-12","*","0","*",2,"0","0",0
"12162","32276_2011-12","*","0","*",2,"0","0",0
"12163","32276_2011-12","*","0","*",2,"0","0",0
"12164","32276_2011-12","*","0","*",2,"0","0",0
"12165","32276_2011-12","0","0","*",2,"0","0",0
"12166","32276_2011-12","0","0","*",2,"0","0",0
"12167","32276_2011-12","0","0","*",2,"0","0",0
"12168","32276_2011-12","0","0","*",2,"0","0",0
"12169","32276_2011-12","*","0","0",2,"0","0",0
"12170","32276_2011-12","*","0","0",2,"0","0",0
"12171","32276_2011-12","*","0","0",2,"0","0",0
"12172","32276_2011-12","*","0","0",2,"0","0",0
"12173","32276_2011-12","*","0","0",2,"0","0",0
"12174","32276_2011-12","*","0","0",2,"0","0",0
"12175","32276_2011-12","*","0","0",2,"0","0",0
"12176","32276_2011-12","*","0","0",2,"0","0",0
"12177","32276_2011-12","0","0","0",2,"0","0",0
"12178","32276_2011-12","0","0","0",2,"0","0",0
"12179","32276_2011-12","0","0","0",2,"0","0",0
"12180","32276_2011-12","0","0","0",2,"0","0",0
"12181","32276_2011-12","*","0","0",2,"0","0",0
"12182","32276_2011-12","*","0","0",2,"0","0",0
"12183","32276_2011-12","*","0","0",2,"0","0",0
"12184","32276_2011-12","*","0","0",2,"0","0",0
"12185","32276_2011-12","0","0","0",2,"0","0",0
"12186","32276_2011-12","0","0","0",2,"0","0",0
"12187","32276_2011-12","0","0","0",2,"0","0",0
"12188","32276_2011-12","0","0","0",2,"0","0",0
"12189","32276_2011-12","*","0","0",2,"0","0",0
"12190","32276_2011-12","*","0","0",2,"0","0",0
"12191","32276_2011-12","*","0","0",2,"0","0",0
"12192","32276_2011-12","*","0","0",2,"0","0",0
"12193","32276_2011-12","*","0","0",2,"0","0",0
"12194","32276_2011-12","*","0","0",2,"0","0",0
"12195","32276_2011-12","*","0","0",2,"0","0",0
"12196","32276_2011-12","*","0","0",2,"0","0",0
"12197","32276_2011-12","*","0","*",2,"0","0",0
"12198","32276_2011-12","*","0","*",2,"0","0",0
"12199","32276_2011-12","*","0","*",2,"0","0",0
"12200","32276_2011-12","*","0","*",2,"0","0",0
"12201","32276_2011-12","0","0","0",2,"0","0",0
"12202","32276_2011-12","0","0","0",2,"0","0",0
"12203","32276_2011-12","0","0","0",2,"0","0",0
"12204","32276_2011-12","0","0","0",2,"0","0",0
"12205","32276_2011-12","*","0","0",2,"0","0",0
"12206","32276_2011-12","*","0","0",2,"0","0",0
"12207","32276_2011-12","*","0","0",2,"0","0",0
"12208","32276_2011-12","*","0","0",2,"0","0",0
"12209","32276_2011-12","*","0","*",2,"0","0",0
"12210","32276_2011-12","*","0","*",2,"0","0",0
"12211","32276_2011-12","*","0","*",2,"0","0",0
"12212","32276_2011-12","*","0","*",2,"0","0",0
"12213","32276_2011-12","*","0","0",2,"0","0",0
"12214","32276_2011-12","*","0","0",2,"0","0",0
"12215","32276_2011-12","*","0","0",2,"0","0",0
"12216","32276_2011-12","*","0","0",2,"0","0",0
"12217","32276_2011-12","0","0","0",2,"0","0",0
"12218","32276_2011-12","0","0","0",2,"0","0",0
"12219","32276_2011-12","0","0","0",2,"0","0",0
"12220","32276_2011-12","0","0","0",2,"0","0",0
"12221","32276_2011-12","*","0","*",2,"0","0",0
"12222","32276_2011-12","*","0","*",2,"0","0",0
"12223","32276_2011-12","*","0","*",2,"0","0",0
"12224","32276_2011-12","*","0","*",2,"0","0",0
"12225","32276_2011-12","*","0","0",2,"0","0",0
"12226","32276_2011-12","*","0","0",2,"0","0",0
"12227","32276_2011-12","*","0","0",2,"0","0",0
"12228","32276_2011-12","*","0","0",2,"0","0",0
"12229","32276_2011-12","*","0","*",2,"0","0",0
"12230","32276_2011-12","*","0","*",2,"0","0",0
"12231","32276_2011-12","*","0","*",2,"0","0",0
"12232","32276_2011-12","*","0","*",2,"0","0",0
"12233","32276_2011-12","*","0","*",2,"0","0",0
"12234","32276_2011-12","*","0","*",2,"0","0",0
"12235","32276_2011-12","*","0","*",2,"0","0",0
"12236","32276_2011-12","*","0","*",2,"0","0",0
"12237","32276_2011-12","*","0","0",2,"0","0",0
"12238","32276_2011-12","*","0","0",2,"0","0",0
"12239","32276_2011-12","*","0","0",2,"0","0",0
"12240","32276_2011-12","*","0","0",2,"0","0",0
"12241","32276_2011-12","*","0","0",2,"0","0",0
"12242","32276_2011-12","*","0","0",2,"0","0",0
"12243","32276_2011-12","*","0","0",2,"0","0",0
"12244","32276_2011-12","*","0","0",2,"0","0",0
"12245","32276_2011-12","*","0","0",2,"0","0",0
"12246","32276_2011-12","*","0","0",2,"0","0",0
"12247","32276_2011-12","*","0","0",2,"0","0",0
"12248","32276_2011-12","*","0","0",2,"0","0",0
"12249","32276_2011-12","0","0","0",2,"0","0",0
"12250","32276_2011-12","0","0","0",2,"0","0",0
"12251","32276_2011-12","0","0","0",2,"0","0",0
"12252","32276_2011-12","0","0","0",2,"0","0",0
"12253","32276_2011-12","0","0","*",2,"0","0",0
"12254","32276_2011-12","0","0","*",2,"0","0",0
"12255","32276_2011-12","0","0","*",2,"0","0",0
"12256","32276_2011-12","0","0","*",2,"0","0",0
"12257","32276_2011-12","*","0","0",2,"0","0",0
"12258","32276_2011-12","*","0","0",2,"0","0",0
"12259","32276_2011-12","*","0","0",2,"0","0",0
"12260","32276_2011-12","*","0","0",2,"0","0",0
"12261","32276_2011-12","0","0","*",2,"0","0",0
"12262","32276_2011-12","0","0","*",2,"0","0",0
"12263","32276_2011-12","0","0","*",2,"0","0",0
"12264","32276_2011-12","0","0","*",2,"0","0",0
"12265","32276_2011-12","*","0","*",2,"0","0",0
"12266","32276_2011-12","*","0","*",2,"0","0",0
"12267","32276_2011-12","*","0","*",2,"0","0",0
"12268","32276_2011-12","*","0","*",2,"0","0",0
"12269","32276_2011-12","*","0","*",2,"0","0",0
"12270","32276_2011-12","*","0","*",2,"0","0",0
"12271","32276_2011-12","*","0","*",2,"0","0",0
"12272","32276_2011-12","*","0","*",2,"0","0",0
"12273","32276_2011-12","*","0","*",2,"0","0",0
"12274","32276_2011-12","*","0","*",2,"0","0",0
"12275","32276_2011-12","*","0","*",2,"0","0",0
"12276","32276_2011-12","*","0","*",2,"0","0",0
"12277","32276_2011-12","*","0","0",2,"0","0",0
"12278","32276_2011-12","*","0","0",2,"0","0",0
"12279","32276_2011-12","*","0","0",2,"0","0",0
"12280","32276_2011-12","*","0","0",2,"0","0",0
"12281","32276_2011-12","*","0","*",2,"0","0",0
"12282","32276_2011-12","*","0","*",2,"0","0",0
