"","dist_year","County","Male.Suspensions","Female.Suspensions","AsianSuspensions","BlackSuspensions","HispanicSuspensions","WhiteSuspensoins","OtherSuspensions","enroll_asian","enroll_black","enroll_hisp","enroll_white","enroll_other","enroll_female","enroll_male"
"2387","71068_2012-13","Stanislaus",0,0,"0","*",0,"0",0,5,4,349,469,41,431,437
"2388","71068_2013-14","Stanislaus",0,0,"0","0",0,"0",0,4,5,324,415,30,377,401
"2389","71068_2014-15","Stanislaus",0,0,"*","*",0,"0",0,2,4,310,373,23,335,377
"2390","71068_2016-17","Stanislaus",75,10,"*","0",33,"49",0,1,4,297,325,45,346,326
"2391","71076_2011-12","Stanislaus",276,101,"4","38",195,"134",6,29,39,356,207,28,331,328
"2392","71076_2012-13","Stanislaus",303,131,"3","32",237,"147",15,21,29,349,156,28,296,287
"2393","71076_2013-14","Stanislaus",250,85,"3","17",175,"130",10,20,31,379,157,23,309,301
"2394","71076_2014-15","Stanislaus",340,125,"9","42",241,"146",27,20,31,364,145,28,291,297
"2395","71076_2015-16","Stanislaus",294,92,"6","58",184,"117",21,22,22,364,155,37,292,308
"2396","71076_2016-17","Stanislaus",327,76,"5","43",179,"149",27,21,33,363,148,35,297,303
"2397","71092_2014-15","Stanislaus",57,9,"0","9",36,"21",0,8,7,98,159,13,145,140
"2398","71092_2015-16","Stanislaus",35,6,"0","2",19,"19",1,4,9,103,159,16,148,143
"2399","71092_2016-17","Stanislaus",69,13,"0","8",42,"27",4,4,8,111,145,18,140,146
"2400","71100_2014-15","Stanislaus",17,2,"*","0",9,"7",0,1,3,58,195,12,132,137
"2401","71100_2015-16","Stanislaus",4,1,"0","1",4,"0",0,1,1,65,165,4,116,120
"2402","71100_2016-17","Stanislaus",11,0,"0","0",4,"7",0,7,3,82,149,6,125,122
"2403","71134_2012-13","Stanislaus",66,9,"0","*",44,"28",0,8,3,144,131,8,147,147
"2404","71134_2014-15","Stanislaus",63,16,"0","*",52,"16",9,5,3,143,116,9,142,134
"2405","71134_2016-17","Stanislaus",96,34,"0","*",83,"42",5,1,0,174,128,11,153,161
"2406","71167_2011-12","Stanislaus",3970,1073,"99","442",3161,"946",395,132,133,1933,647,159,1479,1525
"2407","71167_2012-13","Stanislaus",3180,900,"73","343",2464,"903",297,123,120,1967,629,160,1485,1514
"2408","71167_2013-14","Stanislaus",2076,585,"43","176",1711,"540",191,111,113,2108,584,145,1502,1559
"2409","71167_2014-15","Stanislaus",1179,220,"23","85",892,"283",116,121,114,2163,568,157,1481,1642
"2410","71167_2015-16","Stanislaus",950,216,"35","93",710,"241",87,119,95,2159,557,181,1507,1604
"2411","71167_2016-17","Stanislaus",906,212,"24","63",716,"225",90,125,87,2236,551,202,1538,1663
"2412","71175_2011-12","Stanislaus",4204,2260,"205","606",3590,"1374",689,837,645,7171,4711,1371,7287,7448
"2413","71175_2012-13","Stanislaus",3531,1662,"114","471",2849,"1160",599,796,588,7366,4443,1548,7313,7428
"2414","71175_2013-14","Stanislaus",2491,1013,"47","380",1952,"739",386,787,563,7397,4232,1584,7257,7306
"2415","71175_2014-15","Stanislaus",1153,388,"36","150",836,"348",171,776,559,7699,4269,1588,7357,7534
"2416","71175_2015-16","Stanislaus",1081,391,"18","195",818,"301",140,742,548,8099,4169,1482,7353,7687
"2417","71175_2016-17","Stanislaus",851,340,"22","104",735,"233",97,747,532,8495,4052,1479,7536,7769
"2418","71217_2011-12","Stanislaus",734,199,"14","103",627,"147",42,62,214,1791,465,132,1265,1399
"2419","71217_2012-13","Stanislaus",575,165,"2","104",478,"126",30,63,229,1883,446,135,1303,1453
"2420","71217_2013-14","Stanislaus",573,150,"14","98",497,"89",25,69,220,1905,436,136,1309,1457
"2421","71217_2014-15","Stanislaus",617,322,"10","96",724,"69",40,66,217,1914,439,136,1334,1438
"2422","71217_2015-16","Stanislaus",429,136,"1","116",369,"54",25,61,218,1974,413,156,1371,1451
"2423","71217_2016-17","Stanislaus",410,139,"5","81",371,"65",27,67,194,1994,381,186,1360,1462
"2424","71266_2011-12","Stanislaus",120,25,"0","7",70,"53",15,18,34,365,199,43,331,328
"2425","71266_2012-13","Stanislaus",147,22,"2","12",75,"58",20,18,33,372,178,38,313,326
"2426","71266_2013-14","Stanislaus",175,39,"9","22",106,"65",11,20,31,370,163,38,284,338
"2427","71266_2014-15","Stanislaus",213,65,"3","8",138,"97",32,22,29,365,169,44,282,347
"2428","71266_2015-16","Stanislaus",266,51,"1","10",175,"119",12,17,20,370,149,38,292,302
"2429","71266_2016-17","Stanislaus",204,23,"8","13",102,"89",15,20,20,443,192,41,355,361
"2430","71282_2011-12","Stanislaus",283,59,"15","53",169,"90",15,83,37,269,194,62,299,346
"2431","71282_2012-13","Stanislaus",246,43,"8","54",146,"62",19,80,42,297,211,34,323,341
"2432","71282_2013-14","Stanislaus",296,59,"16","81",169,"65",24,76,40,332,189,35,321,351
"2433","71282_2014-15","Stanislaus",230,46,"12","47",131,"61",25,76,39,342,191,40,337,351
"2434","71282_2015-16","Stanislaus",241,63,"19","39",145,"64",37,87,49,331,189,51,358,349
"2435","71282_2016-17","Stanislaus",160,33,"7","33",95,"46",12,83,41,343,177,60,363,341
"2436","71290_2011-12","Stanislaus",256,35,"7","46",102,"103",33,100,98,718,867,184,992,975
"2437","71290_2012-13","Stanislaus",225,65,"4","29",123,"115",19,107,109,743,882,166,1015,992
"2438","71290_2013-14","Stanislaus",210,65,"8","36",103,"102",26,120,100,772,803,173,954,1014
"2439","71290_2014-15","Stanislaus",299,65,"6","46",157,"132",23,109,101,815,802,164,974,1017
"2440","71290_2015-16","Stanislaus",286,64,"8","27",145,"152",18,119,84,875,796,171,1017,1028
"2441","71290_2016-17","Stanislaus",271,47,"7","22",119,"145",25,115,75,820,789,191,983,1007
"2442","71373_2012-13","Sutter",0,0,"0","*",0,"0",0,11,8,86,217,23,153,192
"2443","71373_2013-14","Sutter",9,3,"*","*",5,"6",1,7,1,88,196,32,152,172
"2444","71373_2014-15","Sutter",18,5,"*","*",1,"18",0,9,3,74,185,30,151,150
"2445","71373_2016-17","Sutter",14,6,"*","*",5,"14",0,8,3,75,210,19,151,164
"2446","71399_2011-12","Sutter",245,66,"7","4",172,"121",7,112,10,497,215,15,425,424
"2447","71399_2012-13","Sutter",126,25,"1","*",70,"70",10,115,2,476,214,10,429,388
"2448","71399_2013-14","Sutter",0,0,"0","*",0,"0",0,102,1,476,203,21,411,392
"2449","71399_2014-15","Sutter",208,38,"6","*",125,"109",1,108,0,460,207,14,388,401
"2450","71399_2015-16","Sutter",191,39,"7","*",113,"105",2,111,0,484,211,15,402,419
"2451","71399_2016-17","Sutter",210,16,"9","2",142,"68",5,119,4,485,206,21,405,430
"2452","71407_2011-12","Sutter",10,0,"0","0",2,"5",3,20,37,157,654,94,491,471
"2453","71407_2012-13","Sutter",2,1,"0","0",0,"3",0,24,41,151,654,85,511,444
"2454","71407_2013-14","Sutter",2,0,"0","0",0,"2",0,18,44,129,645,88,503,421
"2455","71407_2014-15","Sutter",3,2,"2","0",0,"1",2,18,34,141,605,101,472,427
"2456","71407_2015-16","Sutter",3,0,"0","0",1,"2",0,20,28,124,582,95,463,386
"2457","71407_2016-17","Sutter",4,2,"0","0",0,"6",0,20,32,137,653,121,511,452
"2458","71415_2013-14","Sutter",4,0,"1","0",2,"1",0,13,65,83,292,30,228,255
"2459","71415_2014-15","Sutter",5,1,"0","0",5,"1",0,15,68,94,357,29,293,270
"2460","71415_2015-16","Sutter",0,0,"0","0",0,"0",0,21,64,108,332,71,328,268
"2461","71415_2016-17","Sutter",5,3,"0","0",3,"5",0,27,66,103,375,84,340,315
"2462","71423_2011-12","Sutter",0,0,"0","0",0,"0",0,19,61,42,246,41,188,221
"2463","71423_2012-13","Sutter",0,0,"0","0",0,"0",0,20,65,57,283,38,222,241
"2464","71449_2014-15","Sutter",33,10,"0","*",2,"31",8,13,5,149,493,66,358,368
"2465","71456_2016-17","Sutter",1,1,"0","*",1,"1",0,5,0,68,114,20,108,99
"2466","71464_2011-12","Sutter",1960,550,"149","161",1051,"925",224,1049,127,2073,2047,461,2778,2979
"2467","71464_2012-13","Sutter",1786,605,"140","94",1073,"882",202,1065,124,2153,2013,455,2832,2978
"2468","71464_2013-14","Sutter",1833,483,"115","120",1063,"839",179,1064,130,2283,1897,485,2856,3003
"2469","71464_2014-15","Sutter",1720,515,"82","134",1101,"698",220,1075,128,2404,1811,467,2883,3002
"2470","71464_2015-16","Sutter",1608,413,"97","85",974,"677",188,1130,115,2468,1773,432,2885,3033
"2471","71464_2016-17","Sutter",1318,406,"114","68",832,"555",155,1173,123,2573,1642,415,2902,3024
"2472","71472_2016-17","Tehama",39,9,"*","1",12,"32",2,3,2,42,141,9,107,90
"2473","71498_2011-12","Tehama",298,99,"0","1",127,"259",9,3,2,223,177,11,205,211
"2474","71498_2012-13","Tehama",145,33,"2","2",66,"99",4,5,3,212,166,11,207,190
"2475","71498_2013-14","Tehama",108,29,"0","4",52,"78",3,5,3,218,148,8,203,179
"2476","71498_2014-15","Tehama",180,36,"1","12",80,"119",2,3,4,245,143,5,204,196
"2477","71498_2016-17","Tehama",181,24,"1","5",81,"115",3,5,3,270,160,8,217,229
"2478","71506_2011-12","Tehama",0,0,"0","*",0,"0",0,10,8,543,451,26,495,543
"2479","71506_2012-13","Tehama",178,57,"*","*",83,"145",6,8,5,496,443,28,477,503
"2480","71506_2013-14","Tehama",298,121,"*","*",198,"191",29,5,6,470,433,46,472,488
"2481","71506_2014-15","Tehama",233,93,"*","*",158,"146",17,9,9,468,380,93,468,491
"2482","71506_2015-16","Tehama",239,61,"*","*",166,"123",6,4,6,491,381,42,470,454
"2483","71522_2012-13","Tehama",21,0,"*","*",4,"17",0,2,0,23,203,14,117,125
"2484","71548_2014-15","Tehama",19,2,"*","*",7,"14",0,0,0,52,19,3,31,43
"2485","71621_2011-12","Tehama",321,99,"0","9",111,"259",39,1,3,113,274,29,207,213
"2486","71621_2012-13","Tehama",324,52,"3","10",112,"236",15,0,4,130,279,19,210,222
"2487","71621_2013-14","Tehama",196,52,"4","3",59,"172",10,2,4,117,250,22,182,213
"2488","71621_2014-15","Tehama",388,65,"2","24",97,"304",26,3,3,126,239,23,184,210
"2489","71621_2015-16","Tehama",221,34,"0","4",60,"170",21,2,2,135,252,21,194,218
"2490","71621_2016-17","Tehama",108,22,"0","3",23,"95",9,2,4,131,235,17,177,212
"2491","71639_2011-12","Tehama",181,63,"1","3",46,"169",23,15,16,415,1240,89,904,871
"2492","71639_2012-13","Tehama",131,42,"1","2",36,"111",22,10,16,413,1111,117,857,810
"2493","71639_2014-15","Tehama",97,53,"0","6",38,"84",16,8,16,398,1064,115,823,778
"2494","71639_2015-16","Tehama",95,22,"1","1",29,"71",15,10,15,435,1021,119,820,780
"2495","71639_2016-17","Tehama",116,40,"1","8",37,"104",6,16,20,466,1015,113,816,814
"2496","71837_2012-13","Tulare",243,61,"2","7",190,"93",12,22,11,640,338,60,516,555
"2497","71837_2013-14","Tulare",232,57,"7","10",177,"86",9,25,15,636,345,59,522,558
"2498","71837_2014-15","Tulare",168,51,"1","3",133,"71",8,25,13,681,308,72,520,579
"2499","71837_2016-17","Tulare",130,49,"4","3",102,"64",6,30,13,828,302,58,605,626
"2500","71860_2011-12","Tulare",0,0,"0","*",0,"0",0,14,2,1614,33,73,867,869
"2501","71860_2012-13","Tulare",710,280,"15","*",956,"16",1,14,1,1638,30,68,858,893
"2502","71860_2013-14","Tulare",773,278,"22","*",1013,"13",2,12,2,1635,29,72,872,878
"2503","71860_2014-15","Tulare",528,107,"14","*",596,"18",5,12,2,1629,32,72,887,860
"2504","71860_2015-16","Tulare",429,106,"12","*",505,"9",7,13,1,1651,31,74,908,862
"2505","71860_2016-17","Tulare",407,88,"*","*",478,"13",3,4,1,1700,28,69,902,900
"2506","71902_2014-15","Tulare",51,0,"*","*",49,"*",2,0,1,393,4,7,205,200
"2507","71902_2015-16","Tulare",84,20,"*","*",91,"5",1,0,1,423,2,9,208,227
"2508","71910_2011-12","Tulare",0,0,"0","0",0,"0",0,1,4,245,182,24,229,227
"2509","71928_2011-12","Tulare",0,0,"0","0",0,"0",0,11,8,526,535,23,507,596
"2510","71928_2012-13","Tulare",0,0,"*","0",0,"0",0,8,12,548,500,25,497,596
"2511","71985_2015-16","Tulare",0,0,"*","0",0,"0",0,0,3,36,23,2,26,38
"2512","72058_2011-12","Tulare",0,0,"*","*",0,"*",0,1,0,102,1,20,66,58
"2513","72116_2011-12","Tulare",0,0,"*","*",0,"0",0,0,1,20,46,8,36,39
"2514","72116_2012-13","Tulare",0,0,"*","*",0,"0",0,0,1,23,42,7,41,32
"2515","72116_2013-14","Tulare",0,0,"*","*",0,"0",0,0,1,26,49,6,41,41
"2516","72140_2015-16","Tulare",0,0,"0","0",0,"0",0,6,8,404,118,16,276,276
"2517","72140_2016-17","Tulare",0,0,"0","0",0,"0",0,11,9,450,123,28,332,289
"2518","72231_2011-12","Tulare",513,149,"2","93",458,"102",7,33,98,1369,413,27,930,1010
"2519","72231_2012-13","Tulare",368,98,"4","63",302,"88",9,29,99,1447,421,23,946,1073
"2520","72231_2013-14","Tulare",283,94,"4","39",273,"56",5,26,100,1488,406,25,1038,1007
"2521","72231_2015-16","Tulare",272,95,"1","42",261,"57",6,25,93,1535,407,29,1046,1043
"2522","72231_2016-17","Tulare",232,86,"2","34",236,"41",5,29,81,1590,379,30,1015,1094
"2523","72249_2011-12","Tulare",558,159,"2","72",475,"149",19,90,210,3595,1247,98,2607,2633
"2524","72249_2012-13","Tulare",406,124,"2","37",376,"105",9,91,200,3710,1213,92,2620,2686
"2525","72249_2013-14","Tulare",316,93,"0","39",281,"81",5,80,188,3791,1168,103,2612,2718
"2526","72249_2014-15","Tulare",264,78,"1","39",237,"57",8,64,189,3874,1100,98,2603,2722
"2527","72249_2015-16","Tulare",361,121,"0","71",324,"71",14,69,192,3921,1066,110,2656,2702
"2528","72249_2016-17","Tulare",489,178,"2","52",500,"98",15,64,175,4060,1071,116,2713,2773
"2529","72256_2011-12","Tulare",3321,1134,"89","287",2914,"960",205,663,310,7212,3679,412,6159,6117
"2530","72256_2012-13","Tulare",2637,775,"57","176",2285,"723",171,639,310,7387,3536,425,6188,6109
"2531","72256_2013-14","Tulare",2526,830,"51","189",2338,"617",161,640,307,7661,3458,478,6249,6295
"2532","72256_2014-15","Tulare",2263,702,"46","119",2122,"518",160,610,270,7952,3341,508,6294,6387
"2533","72256_2015-16","Tulare",1819,677,"38","88",1823,"423",124,610,238,8127,3247,541,6325,6438
"2534","72256_2016-17","Tulare",1769,676,"52","104",1756,"416",117,620,212,8504,3167,554,6439,6618
"2535","72348_2012-13","Tuolumne",47,20,"*","2",9,"49",7,1,3,12,101,6,46,77
"2536","72348_2013-14","Tuolumne",95,10,"*","*",12,"83",5,4,0,18,118,7,59,88
"2537","72348_2014-15","Tuolumne",29,13,"*","*",4,"38",0,4,2,20,118,7,67,84
"2538","72348_2015-16","Tuolumne",39,7,"*","1",1,"37",5,3,4,9,100,4,54,66
"2539","72355_2013-14","Tuolumne",48,6,"*","*",15,"35",3,1,1,24,67,9,47,55
"2540","72363_2012-13","Tuolumne",35,7,"*","1",7,"29",4,1,10,60,150,18,110,129
"2541","72363_2014-15","Tuolumne",29,14,"*","0",7,"28",0,4,11,41,124,8,100,88
"2542","72363_2015-16","Tuolumne",32,6,"*","*",3,"29",2,3,7,43,100,12,82,83
"2543","72363_2016-17","Tuolumne",24,9,"*","0",5,"23",3,2,6,54,97,14,87,86
"2544","72371_2011-12","Tuolumne",67,37,"4","*",20,"69",8,3,1,22,106,15,68,79
"2545","72371_2012-13","Tuolumne",0,0,"0","*",0,"0",0,4,1,21,105,12,70,73
"2546","72371_2013-14","Tuolumne",53,39,"3","*",26,"59",3,3,1,21,94,12,56,75
"2547","72371_2016-17","Tuolumne",94,17,"9","*",17,"77",7,6,1,26,109,18,79,81
"2548","72389_2011-12","Tuolumne",446,111,"1","10",79,"425",31,12,10,153,1031,50,610,646
"2549","72389_2012-13","Tuolumne",814,183,"*","*",240,"663",47,10,7,167,950,52,567,619
"2550","72389_2013-14","Tuolumne",649,146,"*","11",192,"545",36,10,12,173,865,67,526,601
"2551","72389_2014-15","Tuolumne",118,53,"0","2",31,"118",13,11,8,163,850,69,495,606
"2552","72389_2015-16","Tuolumne",136,23,"*","*",51,"93",12,11,8,189,760,68,445,591
"2553","72389_2016-17","Tuolumne",74,39,"*","*",27,"79",5,10,10,211,769,68,483,585
"2554","72397_2013-14","Tuolumne",57,0,"*","*",4,"49",0,2,3,23,84,8,52,68
"2555","72397_2014-15","Tuolumne",27,3,"*","*",6,"18",3,1,2,26,73,4,50,56
"2556","72413_2012-13","Tuolumne",80,19,"*","3",8,"74",11,2,14,87,749,65,458,459
"2557","72413_2013-14","Tuolumne",64,27,"*","4",8,"66",12,6,11,102,728,58,459,446
"2558","72413_2014-15","Tuolumne",70,7,"*","0",13,"51",12,7,9,126,718,68,475,453
"2559","72413_2015-16","Tuolumne",74,14,"*","1",13,"58",15,5,12,110,667,77,442,429
"2560","72413_2016-17","Tuolumne",81,18,"*","0",11,"71",10,6,14,127,640,75,443,419
"2561","72462_2011-12","Ventura",454,162,"2","8",560,"34",12,13,36,1425,88,113,787,888
"2562","72462_2012-13","Ventura",310,120,"4","11",385,"17",13,17,31,1388,74,98,765,843
"2563","72462_2013-14","Ventura",254,79,"1","9",298,"18",7,12,32,1373,83,109,768,841
"2564","72462_2014-15","Ventura",192,46,"0","6",224,"6",2,7,21,1396,72,114,783,827
"2565","72470_2011-12","Ventura",0,0,"0","0",0,"0",0,11,23,140,191,20,215,170
"2566","72470_2012-13","Ventura",21,2,"1","2",16,"3",0,12,21,162,188,19,222,180
"2567","72470_2013-14","Ventura",14,3,"0","0",15,"2",0,11,14,150,206,12,205,188
"2568","72470_2014-15","Ventura",9,2,"0","0",9,"2",0,10,16,134,201,12,186,187
"2569","72470_2015-16","Ventura",18,5,"0","0",18,"4",0,11,14,129,184,23,174,187
"2570","72470_2016-17","Ventura",1,4,"1","0",2,"0",0,14,12,113,162,22,168,155
"2571","72504_2012-13","Ventura",1,0,"0","0",1,"0",0,3,4,42,19,3,41,30
"2572","72504_2013-14","Ventura",0,0,"0","0",0,"0",0,3,9,40,80,34,85,81
"2573","72504_2014-15","Ventura",0,0,"0","0",0,"0",0,8,36,60,174,157,235,200
"2574","72504_2015-16","Ventura",1,0,"0","0",0,"0",1,2,37,115,128,76,202,156
"2575","72512_2011-12","Ventura",156,15,"1","1",160,"7",1,2,9,437,19,23,218,272
"2576","72512_2012-13","Ventura",95,15,"0","2",98,"8",2,3,14,451,23,25,247,269
"2577","72512_2013-14","Ventura",70,22,"*","1",82,"5",2,3,11,464,18,19,263,252
"2578","72512_2014-15","Ventura",100,31,"0","6",121,"4",0,5,8,498,21,18,279,271
"2579","72512_2015-16","Ventura",92,38,"0","0",121,"9",0,3,5,511,24,24,286,281
"2580","72512_2016-17","Ventura",62,21,"*","1",80,"2",0,1,5,507,20,31,275,289
"2581","72520_2012-13","Ventura",116,34,"1","4",42,"89",11,33,15,464,843,37,675,717
"2582","72520_2013-14","Ventura",98,28,"1","0",35,"81",9,34,15,470,781,37,662,675
"2583","72520_2015-16","Ventura",54,26,"0","0",10,"68",2,21,14,417,780,44,632,644
"2584","72538_2011-12","Ventura",1474,457,"6","70",1756,"65",34,34,59,2849,200,99,1583,1658
"2585","72538_2012-13","Ventura",1013,223,"2","40",1145,"28",21,38,58,3022,174,105,1650,1747
"2586","72538_2013-14","Ventura",869,232,"1","22",1036,"22",20,43,72,3062,135,108,1677,1743
"2587","72538_2014-15","Ventura",745,155,"2","51",822,"17",8,35,68,3026,145,102,1662,1714
"2588","72538_2015-16","Ventura",957,200,"1","40",1057,"34",25,36,63,3045,135,108,1658,1729
"2589","72538_2016-17","Ventura",596,226,"4","29",755,"24",10,29,56,3195,109,103,1749,1743
"2590","72546_2011-12","Ventura",2979,1071,"13","113",3486,"348",90,396,397,12078,2514,958,7990,8353
"2591","72546_2012-13","Ventura",1422,491,"14","51",1594,"188",66,380,369,12257,2376,955,7883,8454
"2592","72546_2013-14","Ventura",885,283,"16","46",973,"90",43,357,327,12440,2326,983,7988,8445
"2593","72546_2014-15","Ventura",1018,374,"9","60",1174,"116",33,338,337,12828,2219,981,8038,8665
"2594","72546_2015-16","Ventura",1204,425,"3","65",1409,"132",20,330,301,13100,2150,946,8132,8695
"2595","72546_2016-17","Ventura",1267,505,"5","46",1562,"125",34,305,285,13204,2194,969,8287,8670
"2596","72553_2011-12","Ventura",275,102,"11","28",185,"135",18,121,60,569,829,115,853,841
"2597","72553_2012-13","Ventura",208,52,"0","19",128,"108",5,115,48,577,811,121,841,831
"2598","72553_2013-14","Ventura",174,46,"4","8",135,"66",7,104,52,609,766,131,811,851
"2599","72553_2014-15","Ventura",126,27,"5","9",43,"89",7,113,60,582,758,152,816,849
"2600","72561_2011-12","Ventura",218,61,"0","11",240,"24",4,18,18,788,69,56,443,506
"2601","72561_2014-15","Ventura",139,33,"0","8",152,"8",4,16,23,881,53,71,512,532
"2602","72561_2016-17","Ventura",129,26,"0","3",136,"3",13,10,13,923,44,66,524,532
"2603","72587_2011-12","Ventura",153,24,"*","*",173,"4",0,2,0,665,42,1,355,355
"2604","72603_2011-12","Ventura",2283,670,"51","87",1174,"1538",103,598,128,2499,5773,393,4530,4861
"2605","72603_2012-13","Ventura",1665,462,"63","53",850,"1084",77,604,122,2553,5478,409,4433,4733
"2606","72603_2013-14","Ventura",825,177,"17","31",420,"486",48,598,105,2636,5108,413,4272,4588
"2607","72603_2014-15","Ventura",766,171,"18","40",412,"437",30,615,93,2695,4812,454,4239,4430
"2608","72603_2015-16","Ventura",670,196,"19","16",341,"448",42,627,92,2800,4478,511,4172,4336
"2609","72603_2016-17","Ventura",623,194,"20","18",384,"351",44,631,99,2869,4318,543,4146,4314
"2610","72652_2013-14","Ventura",631,215,"2","23",496,"265",60,221,139,3842,3769,395,4145,4221
"2611","72652_2014-15","Ventura",639,195,"7","35",437,"295",60,224,124,3871,3628,394,4084,4157
"2612","72652_2015-16","Ventura",614,173,"4","18",481,"246",38,222,111,3979,3484,413,4066,4143
"2613","72678_2011-12","Yolo",445,143,"31","27",186,"305",39,651,105,709,2533,266,2122,2142
"2614","72678_2012-13","Yolo",462,176,"27","35",263,"280",33,651,123,701,2529,274,2120,2158
"2615","72678_2013-14","Yolo",482,137,"29","50",241,"258",41,658,119,706,2511,267,2089,2172
"2616","72678_2014-15","Yolo",340,107,"10","42",151,"210",34,656,115,737,2473,285,2084,2182
"2617","72678_2015-16","Yolo",342,68,"31","37",123,"190",29,651,99,802,2412,289,2043,2210
"2618","72678_2016-17","Yolo",316,86,"20","44",114,"188",36,686,126,811,2386,294,2085,2218
"2619","72686_2012-13","Yolo",72,9,"*","1",53,"25",1,5,12,290,138,14,218,241
"2620","72694_2011-12","Yolo",886,236,"38","171",537,"298",78,338,226,1428,1187,218,1643,1754
"2621","72694_2012-13","Yolo",714,236,"18","102",487,"283",60,347,230,1464,1169,230,1674,1766
"2622","72694_2013-14","Yolo",635,177,"20","98",427,"231",36,355,214,1513,1149,252,1685,1798
"2623","72694_2014-15","Yolo",477,153,"17","76",330,"156",51,406,216,1507,1120,233,1681,1801
"2624","72694_2015-16","Yolo",546,186,"29","100",384,"174",45,394,209,1503,1111,246,1706,1757
"2625","72694_2016-17","Yolo",684,180,"50","135",405,"195",79,404,222,1523,1065,262,1707,1769
"2626","72702_2012-13","Yolo",149,50,"*","1",136,"61",1,2,6,473,251,17,372,377
"2627","72710_2011-12","Yolo",1567,427,"28","44",1310,"509",103,241,59,2834,1370,130,2253,2381
"2628","72710_2012-13","Yolo",1466,326,"19","46",1213,"430",84,236,62,2851,1269,129,2213,2334
"2629","72710_2013-14","Yolo",1150,285,"22","22",1015,"319",57,226,48,2869,1182,115,2180,2260
"2630","72710_2014-15","Yolo",1786,570,"42","80",1738,"384",112,226,47,2940,1141,126,2187,2293
"2631","72710_2015-16","Yolo",1155,354,"10","39",1161,"265",34,215,60,2990,1088,144,2205,2292
"2632","72710_2016-17","Yolo",1029,322,"23","54",959,"278",37,222,63,3006,1033,164,2247,2241
"2633","72728_2012-13","Yuba",0,0,"*","*",0,"0",0,2,0,40,154,5,119,82
"2634","72728_2013-14","Yuba",16,0,"*","*",1,"15",0,1,2,50,181,6,135,105
"2635","72728_2014-15","Yuba",8,3,"*","*",1,"9",0,1,4,45,182,11,122,121
"2636","72736_2011-12","Yuba",1933,716,"59","205",844,"1288",253,438,168,1485,1717,352,2091,2069
"2637","72736_2012-13","Yuba",1853,534,"60","174",716,"1186",251,414,153,1527,1710,374,2103,2075
"2638","72736_2013-14","Yuba",1327,409,"36","131",506,"869",194,377,162,1540,1584,320,2012,1971
"2639","72736_2014-15","Yuba",1230,407,"24","143",488,"782",200,379,171,1600,1593,329,2064,2008
"2640","72736_2015-16","Yuba",1143,243,"20","126",387,"728",125,386,174,1681,1526,327,2046,2048
"2641","72736_2016-17","Yuba",1024,324,"24","117",426,"628",153,399,157,1720,1528,319,2038,2085
"2642","72744_2011-12","Yuba",88,23,"1","15",28,"58",9,3,17,48,117,16,102,99
"2643","72751_2012-13","Yuba",59,8,"1","0",4,"52",9,7,17,54,125,20,103,120
"2644","72751_2013-14","Yuba",72,7,"1","2",9,"63",4,13,14,42,147,20,112,124
"2645","72751_2014-15","Yuba",62,15,"0","9",11,"51",4,13,12,45,175,18,124,139
"2646","72751_2015-16","Yuba",71,32,"3","11",17,"66",6,8,8,51,170,25,128,134
"2647","72751_2016-17","Yuba",90,8,"0","6",30,"59",3,9,11,46,167,21,120,134
"2648","72769_2012-13","Yuba",122,21,"2","10",55,"61",7,19,16,207,382,89,361,352
"2649","72769_2013-14","Yuba",159,27,"2","14",56,"81",32,18,16,195,415,108,369,383
"2650","72769_2014-15","Yuba",128,49,"0","13",42,"80",35,18,22,206,394,95,355,380
"2651","72769_2015-16","Yuba",88,17,"1","7",23,"66",6,15,31,205,367,92,336,374
"2652","72769_2016-17","Yuba",92,32,"2","9",22,"72",19,14,25,223,364,113,344,395
"2653","73361_2015-16","Marin",24,4,"*","*",16,"10",0,3,1,139,89,7,126,113
"2654","73361_2016-17","Marin",26,6,"*","*",21,"10",0,4,1,146,80,7,132,106
"2655","73387_2011-12","Santa Clara",758,269,"132","118",483,"100",194,1861,185,980,416,1201,2238,2405
"2656","73387_2012-13","Santa Clara",494,188,"107","96",278,"78",123,1967,155,1026,393,1247,2314,2474
"2657","73387_2013-14","Santa Clara",345,74,"55","30",171,"72",91,2022,157,991,360,1217,2281,2466
"2658","73387_2014-15","Santa Clara",325,54,"65","39",156,"30",89,2055,156,969,339,1261,2280,2500
"2659","73387_2015-16","Santa Clara",200,65,"41","21",121,"29",53,2089,143,1016,343,1246,2311,2526
"2660","73387_2016-17","Santa Clara",186,81,"31","38",133,"28",37,2218,131,997,300,1186,2338,2494
"2661","73437_2011-12","Los Angeles",2620,985,"0","1533",2007,"16",49,7,1977,7743,26,244,4872,5125
"2662","73437_2012-13","Los Angeles",1410,537,"7","815",1088,"5",32,6,2019,7594,20,102,4691,5050
"2663","73437_2013-14","Los Angeles",1248,588,"0","827",970,"14",25,4,1866,7307,22,81,4453,4827
"2664","73437_2014-15","Los Angeles",616,286,"0","396",483,"0",23,4,1680,7155,18,92,4268,4681
"2665","73437_2015-16","Los Angeles",937,385,"1","669",629,"1",22,3,1550,6617,15,100,4029,4256
"2666","73437_2016-17","Los Angeles",1138,479,"1","800",770,"11",35,4,1591,7060,20,118,4181,4612
