"","dist_year","Expulsion_Female","Expulsion_Male","Expulsion_Total","Expulsion_Asian","Expulsion_Black","Expulsion_Hispanic","Expulsion_White","Expulsion_Other"
"2063","76596_2012-13",0,0,0,0,NA,0,0,NA
"2064","76604_2012-13",0,0,0,0,0,0,0,NA
"2065","76638_2012-13",0,0,0,0,0,0,0,NA
"2066","76653_2012-13",0,0,0,0,NA,0,0,NA
"2067","76661_2012-13",0,0,0,NA,NA,0,0,NA
"2068","76679_2012-13",0,0,0,0,0,0,0,NA
"2069","76687_2012-13",0,4,4,0,NA,1,0,NA
"2070","76703_2012-13",0,0,0,0,0,0,0,NA
"2071","76729_2012-13",0,0,0,NA,0,0,0,NA
"2072","76737_2012-13",0,0,0,0,0,0,0,NA
"2073","76752_2012-13",0,0,0,NA,NA,0,NA,NA
"2074","76760_2012-13",0,0,0,0,0,0,0,0
"2075","76778_2012-13",2,3,5,1,3,1,0,NA
"2076","76786_2012-13",3,15,18,0,0,15,3,0
"2077","76794_2012-13",1,8,9,NA,NA,9,0,NA
"2078","76802_2012-13",0,2,2,NA,0,0,1,NA
"2079","76810_2012-13",0,0,0,NA,0,0,0,NA
"2080","10017_2013-14",0,1,1,0,0,1,0,0
"2081","10025_2013-14",NA,NA,NA,0,0,0,0,NA
"2082","10033_2013-14",0,0,0,0,NA,0,0,NA
"2083","10041_2013-14",0,0,0,0,0,0,0,NA
"2084","10058_2013-14",0,0,0,NA,NA,0,0,NA
"2085","10066_2013-14",NA,0,0,NA,NA,0,NA,NA
"2086","10074_2013-14",0,0,0,0,0,0,0,0
"2087","10082_2013-14",1,0,1,NA,NA,1,0,NA
"2088","10090_2013-14",0,0,0,0,0,0,0,NA
"2089","10108_2013-14",0,0,0,0,0,0,0,NA
"2090","10116_2013-14",0,0,0,NA,NA,0,0,NA
"2091","10124_2013-14",0,0,0,0,NA,0,0,NA
"2092","10132_2013-14",0,0,0,NA,NA,0,0,NA
"2093","10140_2013-14",2,2,4,0,2,2,0,NA
"2094","10157_2013-14",0,0,0,0,0,0,0,0
"2095","10165_2013-14",0,0,0,0,0,0,0,NA
"2096","10173_2013-14",0,0,0,0,NA,0,0,NA
"2097","10181_2013-14",0,0,0,0,NA,0,0,NA
"2098","10199_2013-14",0,0,0,0,0,0,0,0
"2099","10207_2013-14",0,0,0,NA,0,0,0,NA
"2100","10215_2013-14",0,0,0,0,0,0,0,NA
"2101","10223_2013-14",1,0,1,NA,NA,0,0,NA
"2102","10231_2013-14",0,0,0,0,0,0,0,NA
"2103","10249_2013-14",0,0,0,0,0,0,0,NA
"2104","10256_2013-14",0,0,0,0,0,0,0,NA
"2105","10264_2013-14",0,0,0,0,0,0,0,NA
"2106","10272_2013-14",0,0,0,0,0,0,0,NA
"2107","10280_2013-14",0,0,0,NA,0,0,0,NA
"2108","10298_2013-14",0,0,0,0,0,0,0,0
"2109","10306_2013-14",1,0,1,0,0,1,0,0
"2110","10314_2013-14",0,0,0,0,0,0,0,NA
"2111","10322_2013-14",0,0,0,0,0,NA,0,NA
"2112","10330_2013-14",0,0,0,0,0,0,0,0
"2113","10348_2013-14",0,0,0,0,0,0,0,0
"2114","10355_2013-14",0,0,0,NA,0,0,0,NA
"2115","10363_2013-14",1,0,1,0,1,0,0,0
"2116","10371_2013-14",0,0,0,0,0,0,0,0
"2117","10389_2013-14",0,0,0,0,0,0,0,NA
"2118","10397_2013-14",0,3,3,2,1,0,0,0
"2119","10405_2013-14",0,0,0,NA,0,0,0,NA
"2120","10413_2013-14",0,0,0,0,0,0,0,NA
"2121","10421_2013-14",0,0,0,NA,0,0,0,NA
"2122","10439_2013-14",1,2,3,0,0,3,0,0
"2123","10447_2013-14",0,0,0,0,0,0,0,NA
"2124","10454_2013-14",0,0,0,NA,0,0,0,NA
"2125","10470_2013-14",0,0,0,NA,NA,0,0,NA
"2126","10488_2013-14",0,0,0,0,0,0,0,NA
"2127","10496_2013-14",0,0,0,0,0,0,0,NA
"2128","10504_2013-14",0,0,0,0,0,0,0,0
"2129","10512_2013-14",0,0,0,0,0,0,0,NA
"2130","10520_2013-14",0,0,0,NA,NA,0,0,NA
"2131","10538_2013-14",0,0,0,0,NA,NA,0,NA
"2132","10546_2013-14",0,0,0,0,0,0,0,NA
"2133","10553_2013-14",0,0,0,0,NA,0,0,NA
"2134","10561_2013-14",0,0,0,0,0,0,0,NA
"2135","10579_2013-14",0,1,1,NA,0,0,1,NA
"2136","10587_2013-14",0,0,0,0,0,0,0,NA
"2137","31609_2013-14",0,0,0,NA,NA,0,0,NA
"2138","31617_2013-14",0,0,0,0,0,0,0,NA
"2139","31625_2013-14",0,0,0,NA,0,0,0,NA
"2140","32276_2013-14",0,0,0,0,0,0,0,NA
"2141","61119_2013-14",0,0,0,0,0,0,0,NA
"2142","61127_2013-14",0,0,0,0,0,0,0,NA
"2143","61143_2013-14",3,4,7,0,5,1,1,0
"2144","61150_2013-14",0,5,5,1,0,2,2,0
"2145","61168_2013-14",0,0,0,0,0,0,0,NA
"2146","61176_2013-14",5,10,15,1,2,8,3,1
"2147","61192_2013-14",5,15,20,1,5,8,1,5
"2148","61200_2013-14",0,1,1,0,0,0,1,0
"2149","61218_2013-14",0,0,0,NA,0,0,0,NA
"2150","61234_2013-14",1,6,7,0,3,2,1,NA
"2151","61242_2013-14",7,16,23,3,3,12,2,3
"2152","61259_2013-14",5,28,33,1,18,13,0,1
"2153","61275_2013-14",0,0,0,0,0,0,0,NA
"2154","61291_2013-14",1,0,1,0,1,0,0,NA
"2155","61309_2013-14",0,7,7,1,2,4,0,0
"2156","61333_2013-14",0,0,0,0,0,NA,0,NA
"2157","61382_2013-14",0,0,0,0,NA,0,0,NA
"2158","61408_2013-14",0,0,0,NA,0,0,0,NA
"2159","61424_2013-14",5,36,41,0,4,11,21,5
"2160","61432_2013-14",0,0,0,NA,NA,0,0,NA
"2161","61440_2013-14",0,0,0,0,0,0,0,NA
"2162","61457_2013-14",0,0,0,0,NA,0,0,NA
"2163","61499_2013-14",0,0,0,0,0,0,0,NA
"2164","61507_2013-14",4,8,12,0,1,0,8,NA
"2165","61515_2013-14",7,39,46,0,1,8,23,NA
"2166","61523_2013-14",0,0,0,0,NA,0,0,NA
"2167","61531_2013-14",9,10,19,0,0,3,13,NA
"2168","61549_2013-14",0,0,0,0,0,0,0,NA
"2169","61556_2013-14",0,0,0,NA,NA,0,0,NA
"2170","61564_2013-14",0,3,3,0,0,1,1,NA
"2171","61572_2013-14",0,0,0,NA,NA,0,0,NA
"2172","61580_2013-14",0,0,0,NA,NA,0,0,NA
"2173","61598_2013-14",3,2,5,0,1,1,3,NA
"2174","61606_2013-14",0,0,0,NA,0,0,0,NA
"2175","61614_2013-14",0,1,1,0,0,0,1,NA
"2176","61622_2013-14",0,7,7,0,NA,7,0,NA
"2177","61630_2013-14",1,3,4,0,0,1,3,NA
"2178","61648_2013-14",10,22,32,0,19,7,2,4
"2179","61655_2013-14",4,5,9,0,6,2,1,0
"2180","61663_2013-14",0,0,0,0,0,0,0,NA
"2181","61671_2013-14",0,0,0,0,NA,NA,0,NA
"2182","61697_2013-14",0,3,3,0,1,1,1,NA
"2183","61705_2013-14",0,0,0,NA,NA,0,0,NA
"2184","61713_2013-14",0,1,1,0,0,0,0,NA
"2185","61721_2013-14",3,13,16,0,5,7,3,NA
"2186","61739_2013-14",0,1,1,0,0,0,1,0
"2187","61747_2013-14",0,0,0,0,0,0,0,NA
"2188","61754_2013-14",3,10,13,1,2,9,1,0
"2189","61762_2013-14",0,0,0,0,0,0,0,0
"2190","61770_2013-14",0,0,0,0,0,0,0,NA
"2191","61788_2013-14",0,11,11,0,6,3,1,1
"2192","61796_2013-14",6,3,9,0,0,8,1,0
"2193","61804_2013-14",3,5,8,1,0,2,5,0
"2194","61812_2013-14",0,0,0,0,0,0,0,NA
"2195","61820_2013-14",0,0,0,0,0,0,0,NA
"2196","61838_2013-14",0,0,0,0,0,0,0,0
"2197","61846_2013-14",0,0,0,NA,NA,0,0,NA
"2198","61853_2013-14",4,18,22,1,1,4,12,4
"2199","61879_2013-14",0,0,0,0,NA,0,0,NA
"2200","61887_2013-14",0,0,0,NA,NA,0,0,NA
"2201","61895_2013-14",0,NA,0,0,0,0,0,NA
"2202","61903_2013-14",0,0,0,0,0,0,0,NA
"2203","61911_2013-14",0,0,0,NA,0,0,0,NA
"2204","61929_2013-14",0,0,0,NA,NA,0,0,NA
"2205","61945_2013-14",1,2,3,NA,0,1,1,NA
"2206","61952_2013-14",0,3,3,0,NA,0,3,NA
"2207","61960_2013-14",0,0,0,NA,NA,0,0,NA
"2208","61978_2013-14",0,0,0,0,0,0,0,NA
"2209","61986_2013-14",NA,NA,0,NA,0,0,0,0
"2210","61994_2013-14",0,0,0,NA,NA,0,0,NA
"2211","62026_2013-14",0,0,0,0,0,0,0,NA
"2212","62042_2013-14",0,0,0,NA,0,0,NA,0
"2213","62109_2013-14",0,0,0,0,0,0,0,NA
"2214","62117_2013-14",16,53,69,2,4,41,20,2
"2215","62125_2013-14",0,1,1,0,0,1,0,NA
"2216","62158_2013-14",3,18,21,0,1,19,1,NA
"2217","62166_2013-14",53,153,206,5,72,107,13,9
"2218","62240_2013-14",2,2,4,0,NA,4,0,NA
"2219","62257_2013-14",0,2,2,0,NA,2,0,NA
"2220","62265_2013-14",0,0,0,0,0,0,0,NA
"2221","62281_2013-14",2,3,5,NA,NA,4,1,NA
"2222","62323_2013-14",0,0,0,0,NA,0,NA,0
"2223","62331_2013-14",0,0,0,0,0,0,0,NA
"2224","62356_2013-14",0,0,0,0,NA,0,0,NA
"2225","62364_2013-14",0,1,1,0,NA,1,0,NA
"2226","62372_2013-14",0,0,0,0,NA,NA,0,0
"2227","62380_2013-14",0,0,0,0,0,0,0,NA
"2228","62414_2013-14",3,14,17,0,0,17,0,0
"2229","62430_2013-14",2,15,17,1,1,14,1,NA
"2230","62513_2013-14",0,2,2,NA,0,2,0,NA
"2231","62539_2013-14",0,0,0,0,0,0,0,NA
"2232","62547_2013-14",0,0,0,0,0,0,0,NA
"2233","62554_2013-14",0,0,0,NA,0,0,0,NA
"2234","62596_2013-14",0,0,0,NA,0,0,0,NA
"2235","62638_2013-14",0,0,0,NA,0,0,0,NA
"2236","62646_2013-14",0,0,0,0,0,0,0,NA
"2237","62653_2013-14",0,1,1,0,NA,0,0,1
"2238","62661_2013-14",0,0,0,0,0,0,0,NA
"2239","62679_2013-14",0,0,0,0,0,0,0,NA
"2240","62687_2013-14",4,19,23,0,0,3,13,NA
"2241","62695_2013-14",0,0,0,0,0,NA,0,NA
"2242","62703_2013-14",0,0,0,NA,0,0,0,NA
"2243","62729_2013-14",0,0,0,0,0,NA,0,NA
"2244","62737_2013-14",0,0,0,NA,0,NA,0,NA
"2245","62745_2013-14",0,0,0,0,NA,0,0,NA
"2246","62794_2013-14",0,0,0,NA,NA,NA,0,NA
"2247","62810_2013-14",0,1,1,0,NA,0,1,NA
"2248","62828_2013-14",0,0,0,NA,0,0,0,0
"2249","62836_2013-14",0,0,0,NA,0,NA,0,NA
"2250","62851_2013-14",NA,NA,0,0,0,0,NA,NA
"2251","62885_2013-14",0,0,0,NA,0,0,0,NA
"2252","62893_2013-14",0,1,1,0,NA,0,0,NA
"2253","62901_2013-14",0,0,0,NA,NA,0,0,NA
"2254","62919_2013-14",0,0,0,NA,0,0,0,NA
"2255","62927_2013-14",0,0,0,0,NA,0,0,NA
"2256","62935_2013-14",NA,NA,0,0,NA,0,NA,NA
"2257","62950_2013-14",0,0,0,0,0,0,0,NA
"2258","62968_2013-14",NA,NA,0,0,0,0,0,0
"2259","62976_2013-14",0,0,0,0,NA,0,0,0
"2260","62984_2013-14",0,0,0,0,NA,NA,0,NA
"2261","63008_2013-14",0,0,0,NA,0,0,0,NA
"2262","63024_2013-14",0,0,0,0,NA,0,0,NA
"2263","63032_2013-14",0,0,0,0,0,0,0,NA
"2264","63040_2013-14",0,0,0,NA,0,0,0,NA
"2265","63057_2013-14",0,0,0,NA,0,0,0,NA
"2266","63073_2013-14",1,3,4,NA,0,4,0,NA
"2267","63081_2013-14",0,22,22,0,0,21,1,NA
"2268","63099_2013-14",0,0,0,0,NA,0,0,NA
"2269","63107_2013-14",0,2,2,NA,0,2,0,NA
"2270","63115_2013-14",0,1,1,0,1,0,0,NA
"2271","63123_2013-14",0,8,8,0,0,8,0,NA
"2272","63131_2013-14",0,3,3,0,NA,3,NA,NA
"2273","63149_2013-14",0,0,0,NA,NA,0,0,NA
"2274","63164_2013-14",0,4,4,0,0,4,0,NA
"2275","63172_2013-14",0,0,0,NA,0,0,0,NA
"2276","63180_2013-14",0,1,1,0,NA,1,0,NA
"2277","63198_2013-14",0,0,0,0,NA,0,0,NA
"2278","63206_2013-14",0,0,0,NA,NA,0,0,NA
"2279","63214_2013-14",0,1,1,NA,NA,0,0,1
"2280","63222_2013-14",0,0,0,0,0,0,0,NA
"2281","63230_2013-14",0,1,1,NA,NA,1,0,NA
"2282","63248_2013-14",0,0,0,0,0,0,0,NA
"2283","63271_2013-14",0,0,0,0,NA,NA,0,NA
"2284","63289_2013-14",0,0,0,NA,NA,0,0,NA
"2285","63297_2013-14",0,0,0,0,NA,0,0,NA
"2286","63305_2013-14",0,0,0,NA,NA,0,0,NA
"2287","63313_2013-14",3,7,10,NA,0,10,0,NA
"2288","63321_2013-14",13,34,47,0,7,37,2,1
"2289","63339_2013-14",0,1,1,0,0,0,1,NA
"2290","63347_2013-14",0,0,0,0,0,0,NA,0
"2291","63354_2013-14",NA,NA,NA,0,0,NA,NA,0
"2292","63362_2013-14",0,6,6,0,4,2,0,0
"2293","63370_2013-14",0,0,0,NA,NA,0,0,NA
"2294","63388_2013-14",0,0,0,0,NA,0,0,NA
"2295","63404_2013-14",0,1,1,0,0,1,0,NA
"2296","63412_2013-14",0,14,14,0,0,13,1,NA
"2297","63420_2013-14",0,0,0,NA,0,0,0,0
"2298","63438_2013-14",0,0,0,NA,0,0,0,NA
"2299","63446_2013-14",0,0,0,0,NA,0,0,NA
"2300","63461_2013-14",0,0,0,0,0,0,0,NA
"2301","63479_2013-14",0,3,3,0,0,2,1,NA
"2302","63487_2013-14",0,0,0,NA,0,0,0,NA
"2303","63503_2013-14",0,0,0,0,0,0,0,NA
"2304","63529_2013-14",0,0,0,0,0,0,0,0
"2305","63545_2013-14",0,2,2,NA,0,1,1,NA
"2306","63552_2013-14",0,0,0,0,0,0,0,NA
"2307","63560_2013-14",0,0,0,NA,NA,0,0,NA
"2308","63578_2013-14",0,0,0,0,0,0,0,NA
"2309","63586_2013-14",0,0,0,0,NA,NA,0,NA
"2310","63594_2013-14",0,0,0,NA,NA,0,NA,0
"2311","63610_2013-14",0,0,0,NA,NA,0,0,0
"2312","63628_2013-14",0,0,0,0,0,0,0,NA
"2313","63651_2013-14",0,0,0,0,0,NA,0,NA
"2314","63669_2013-14",0,0,0,0,0,0,0,NA
"2315","63677_2013-14",20,29,49,0,23,22,1,NA
"2316","63685_2013-14",2,2,4,0,0,0,3,1
"2317","63693_2013-14",0,3,3,0,0,1,2,NA
"2318","63719_2013-14",0,0,0,NA,NA,0,NA,0
"2319","63750_2013-14",1,7,8,0,1,1,6,0
"2320","63768_2013-14",0,0,0,0,0,0,0,NA
"2321","63776_2013-14",0,2,2,0,0,1,1,NA
"2322","63784_2013-14",0,0,0,0,NA,0,0,NA
"2323","63792_2013-14",0,2,2,0,1,0,1,NA
"2324","63800_2013-14",1,0,1,0,0,1,0,NA
"2325","63818_2013-14",4,9,13,NA,0,6,7,NA
"2326","63826_2013-14",0,17,17,0,0,10,7,NA
"2327","63834_2013-14",0,0,0,0,0,0,0,0
"2328","63842_2013-14",0,0,0,0,0,0,0,NA
"2329","63859_2013-14",0,0,0,NA,0,0,0,NA
"2330","63875_2013-14",4,9,13,0,3,9,1,NA
"2331","63883_2013-14",3,5,8,0,0,3,0,5
"2332","63891_2013-14",0,4,4,NA,0,3,1,NA
"2333","63917_2013-14",0,7,7,0,2,4,1,NA
"2334","63925_2013-14",4,13,17,0,2,8,7,NA
"2335","63933_2013-14",0,0,0,0,0,0,0,NA
"2336","63941_2013-14",0,0,0,NA,NA,0,0,NA
"2337","63958_2013-14",0,0,0,NA,NA,0,0,NA
"2338","63966_2013-14",0,0,0,0,0,0,0,NA
"2339","63974_2013-14",15,26,41,0,2,24,14,1
"2340","63982_2013-14",18,31,49,0,5,31,9,4
"2341","63990_2013-14",0,0,0,0,0,0,0,NA
"2342","64014_2013-14",6,15,21,1,0,6,13,NA
"2343","64022_2013-14",3,14,17,0,4,3,4,NA
"2344","64030_2013-14",0,0,0,0,0,0,0,NA
"2345","64048_2013-14",0,0,0,NA,0,0,0,NA
"2346","64055_2013-14",0,1,1,NA,0,0,1,NA
"2347","64063_2013-14",0,0,0,NA,0,0,0,NA
"2348","64071_2013-14",0,3,3,NA,NA,2,0,NA
"2349","64089_2013-14",0,0,0,0,0,0,0,NA
"2350","64105_2013-14",0,2,2,NA,NA,0,2,NA
"2351","64113_2013-14",0,0,0,NA,0,0,0,NA
"2352","64139_2013-14",0,1,1,NA,0,0,1,NA
"2353","64162_2013-14",0,0,0,0,0,0,0,NA
"2354","64170_2013-14",0,0,0,0,0,0,0,NA
"2355","64188_2013-14",0,1,1,0,NA,1,0,NA
"2356","64196_2013-14",0,0,0,0,0,0,0,NA
"2357","64204_2013-14",0,0,0,0,NA,0,0,NA
"2358","64212_2013-14",0,0,0,0,0,0,0,0
"2359","64246_2013-14",20,141,161,1,74,71,13,2
"2360","64261_2013-14",0,0,0,0,0,0,0,0
"2361","64279_2013-14",0,4,4,0,0,4,0,NA
"2362","64287_2013-14",2,7,9,0,0,8,0,NA
"2363","64295_2013-14",1,2,3,0,0,3,0,NA
"2364","64303_2013-14",1,11,12,0,0,8,3,NA
"2365","64311_2013-14",0,1,1,0,0,0,1,NA
"2366","64329_2013-14",1,4,5,0,1,2,1,1
"2367","64337_2013-14",4,9,13,1,0,10,0,2
"2368","64345_2013-14",0,0,0,0,0,0,0,NA
"2369","64352_2013-14",0,0,0,0,0,0,0,0
"2370","64378_2013-14",0,0,0,0,0,0,0,0
"2371","64394_2013-14",0,2,2,0,0,2,0,0
"2372","64436_2013-14",2,5,7,0,0,7,0,0
"2373","64444_2013-14",0,2,2,0,1,0,1,NA
"2374","64451_2013-14",2,8,10,0,0,10,0,NA
"2375","64469_2013-14",0,0,0,0,0,0,0,NA
"2376","64477_2013-14",0,0,0,0,0,0,0,NA
"2377","64485_2013-14",0,1,1,0,0,1,0,0
"2378","64501_2013-14",0,0,0,0,0,0,0,NA
"2379","64519_2013-14",4,6,10,0,0,10,0,NA
"2380","64527_2013-14",4,14,18,0,0,17,1,NA
"2381","64535_2013-14",0,0,0,0,0,0,0,NA
"2382","64550_2013-14",4,4,8,2,0,6,0,NA
"2383","64568_2013-14",1,1,2,0,0,1,1,0
"2384","64576_2013-14",0,0,0,0,0,0,0,0
"2385","64584_2013-14",0,0,0,0,0,0,0,NA
"2386","64592_2013-14",0,0,0,0,0,0,0,0
"2387","64600_2013-14",0,0,0,0,0,0,0,0
"2388","64626_2013-14",0,0,0,NA,NA,0,0,NA
"2389","64634_2013-14",6,16,22,0,12,9,0,1
"2390","64642_2013-14",3,8,11,NA,4,5,2,NA
"2391","64659_2013-14",0,0,0,0,0,0,0,NA
"2392","64667_2013-14",23,52,75,0,34,28,7,6
"2393","64683_2013-14",0,0,0,0,0,0,0,NA
"2394","64691_2013-14",0,1,1,0,0,1,0,NA
"2395","64709_2013-14",1,1,2,0,0,2,0,NA
"2396","64717_2013-14",0,0,0,0,0,0,0,0
"2397","64725_2013-14",5,10,15,3,4,4,1,3
"2398","64733_2013-14",25,121,146,2,34,102,3,5
"2399","64758_2013-14",0,0,0,NA,0,0,0,NA
"2400","64766_2013-14",0,0,0,0,0,0,0,NA
"2401","64774_2013-14",0,0,0,0,0,0,0,NA
"2402","64790_2013-14",0,0,0,0,0,0,0,NA
"2403","64808_2013-14",0,6,6,0,1,5,0,0
"2404","64816_2013-14",0,6,6,0,0,6,NA,NA
"2405","64832_2013-14",0,0,0,0,0,0,0,NA
"2406","64840_2013-14",2,13,15,0,0,13,1,1
"2407","64857_2013-14",0,14,14,0,5,7,0,2
"2408","64865_2013-14",1,2,3,0,0,2,1,NA
"2409","64873_2013-14",4,6,10,0,3,7,0,0
"2410","64881_2013-14",3,3,6,1,2,1,1,1
"2411","64907_2013-14",2,5,7,0,0,7,0,0
"2412","64931_2013-14",0,0,0,0,0,0,0,NA
"2413","64964_2013-14",0,0,0,0,0,0,0,NA
"2414","64980_2013-14",0,2,2,0,1,1,0,0
"2415","64998_2013-14",0,0,0,0,0,0,0,0
"2416","65029_2013-14",0,0,0,0,0,0,0,NA
"2417","65037_2013-14",0,0,0,0,0,0,0,NA
"2418","65045_2013-14",0,0,0,0,0,0,0,0
"2419","65052_2013-14",0,1,1,0,0,1,0,NA
"2420","65060_2013-14",4,15,19,4,1,9,2,3
"2421","65078_2013-14",0,0,0,0,NA,0,0,NA
"2422","65094_2013-14",4,6,10,0,2,8,0,0
"2423","65102_2013-14",1,3,4,0,1,0,3,0
"2424","65110_2013-14",0,0,0,0,0,0,0,NA
"2425","65128_2013-14",2,10,12,0,0,11,1,NA
"2426","65136_2013-14",10,26,36,0,5,26,5,0
"2427","65151_2013-14",0,3,3,NA,0,3,0,NA
"2428","65169_2013-14",0,0,0,0,0,0,0,NA
"2429","65177_2013-14",0,0,0,NA,0,0,0,NA
"2430","65185_2013-14",0,0,0,0,NA,0,0,NA
"2431","65193_2013-14",0,6,6,0,0,3,3,NA
"2432","65201_2013-14",0,0,0,0,0,0,0,NA
"2433","65243_2013-14",7,32,39,0,3,33,2,1
"2434","65276_2013-14",0,0,0,0,0,0,0,NA
"2435","65300_2013-14",0,0,0,NA,0,0,0,NA
"2436","65318_2013-14",0,0,0,0,0,0,0,NA
"2437","65334_2013-14",0,0,0,0,NA,0,0,NA
"2438","65342_2013-14",NA,0,0,0,0,NA,NA,NA
"2439","65359_2013-14",0,0,0,NA,NA,0,0,NA
"2440","65367_2013-14",0,0,0,0,NA,0,0,NA
"2441","65375_2013-14",NA,NA,NA,0,0,NA,NA,NA
"2442","65391_2013-14",0,0,0,0,0,0,0,NA
"2443","65409_2013-14",0,0,0,NA,0,0,0,NA
"2444","65417_2013-14",0,2,2,0,0,2,0,NA
"2445","65425_2013-14",0,0,0,0,0,0,0,NA
"2446","65433_2013-14",0,0,0,NA,NA,0,0,NA
"2447","65458_2013-14",0,0,0,0,0,0,0,NA
"2448","65466_2013-14",0,0,0,0,0,0,0,0
"2449","65474_2013-14",0,0,0,0,0,0,0,NA
"2450","65482_2013-14",0,4,4,0,0,1,2,1
"2451","65516_2013-14",NA,NA,0,0,0,NA,NA,0
"2452","65532_2013-14",0,3,3,0,0,0,2,NA
"2453","65540_2013-14",0,1,1,0,NA,1,0,NA
"2454","65557_2013-14",0,0,0,NA,0,0,0,0
"2455","65565_2013-14",0,0,0,0,0,0,0,NA
"2456","65573_2013-14",0,0,0,0,0,0,0,NA
"2457","65581_2013-14",0,0,0,0,0,0,0,NA
"2458","65599_2013-14",0,0,0,NA,0,0,0,NA
"2459","65607_2013-14",1,0,1,0,NA,0,1,NA
"2460","65615_2013-14",4,26,30,0,2,12,10,6
"2461","65623_2013-14",0,0,0,0,0,0,0,NA
"2462","65631_2013-14",0,0,0,0,0,0,0,NA
"2463","65649_2013-14",0,0,0,NA,NA,0,0,NA
"2464","65680_2013-14",1,0,1,NA,NA,1,0,NA
"2465","65698_2013-14",1,4,5,0,NA,1,4,NA
"2466","65722_2013-14",0,0,0,NA,NA,0,0,NA
"2467","65730_2013-14",0,2,2,NA,NA,2,0,NA
"2468","65748_2013-14",1,4,5,1,0,3,1,NA
"2469","65755_2013-14",3,19,22,0,4,16,1,1
"2470","65763_2013-14",0,2,2,0,NA,2,0,NA
"2471","65771_2013-14",3,10,13,0,0,9,3,1
"2472","65789_2013-14",3,6,9,1,0,7,1,0
"2473","65813_2013-14",0,0,0,0,0,0,0,0
"2474","65821_2013-14",0,0,0,NA,NA,0,0,NA
"2475","65839_2013-14",0,0,0,NA,0,0,0,NA
"2476","65862_2013-14",0,0,0,0,0,0,0,NA
"2477","65870_2013-14",0,0,0,0,0,0,0,NA
"2478","65896_2013-14",1,0,1,NA,NA,0,1,NA
"2479","65961_2013-14",0,0,0,0,0,0,0,NA
"2480","65979_2013-14",0,0,0,NA,0,0,0,NA
"2481","65987_2013-14",2,1,3,0,0,0,1,NA
"2482","65995_2013-14",0,0,0,0,0,0,NA,NA
"2483","66027_2013-14",0,0,0,0,0,0,NA,NA
"2484","66035_2013-14",0,0,0,0,0,0,0,NA
"2485","66050_2013-14",1,1,2,0,NA,2,0,NA
"2486","66068_2013-14",0,0,0,NA,NA,0,0,NA
"2487","66076_2013-14",0,0,0,NA,0,0,0,NA
"2488","66084_2013-14",0,0,0,NA,0,0,0,NA
"2489","66092_2013-14",0,3,3,0,1,1,1,0
"2490","66134_2013-14",1,0,1,0,0,0,1,NA
"2491","66142_2013-14",0,1,1,0,0,0,1,0
"2492","66159_2013-14",17,34,51,0,0,50,0,1
"2493","66167_2013-14",0,0,0,0,0,0,0,NA
"2494","66175_2013-14",0,0,0,0,NA,0,NA,NA
"2495","66183_2013-14",0,0,0,0,0,0,NA,0
"2496","66191_2013-14",0,0,0,0,0,0,0,NA
"2497","66225_2013-14",0,0,0,0,NA,0,0,NA
"2498","66233_2013-14",0,0,0,0,NA,0,0,NA
"2499","66241_2013-14",1,0,1,NA,NA,1,0,NA
"2500","66258_2013-14",0,0,0,NA,NA,0,0,NA
"2501","66266_2013-14",1,5,6,1,0,3,1,1
"2502","66282_2013-14",0,0,0,0,0,0,0,NA
"2503","66290_2013-14",0,1,1,0,0,1,0,NA
"2504","66316_2013-14",0,0,0,NA,0,0,0,NA
"2505","66324_2013-14",0,0,0,NA,0,0,0,NA
"2506","66332_2013-14",0,0,0,0,0,0,0,NA
"2507","66340_2013-14",0,0,0,NA,0,0,0,NA
"2508","66357_2013-14",1,20,21,1,0,2,17,NA
"2509","66373_2013-14",0,1,1,NA,NA,0,1,NA
"2510","66381_2013-14",0,0,0,NA,0,0,0,NA
"2511","66399_2013-14",0,0,0,NA,NA,0,0,NA
"2512","66407_2013-14",0,0,0,NA,NA,0,0,NA
"2513","66415_2013-14",0,0,0,0,0,0,0,NA
"2514","66423_2013-14",0,0,0,0,0,0,0,0
"2515","66431_2013-14",5,40,45,3,2,32,4,4
"2516","66449_2013-14",1,2,3,0,0,2,1,NA
"2517","66456_2013-14",0,0,0,0,0,0,0,0
"2518","66464_2013-14",16,34,50,1,1,23,23,2
"2519","66472_2013-14",0,0,0,0,0,0,0,NA
"2520","66480_2013-14",0,0,0,0,0,0,0,NA
"2521","66498_2013-14",0,0,0,0,0,0,0,0
"2522","66506_2013-14",0,0,0,0,0,0,0,0
"2523","66514_2013-14",1,16,17,3,1,9,3,NA
"2524","66522_2013-14",9,27,36,6,0,28,1,1
"2525","66530_2013-14",0,0,0,0,0,0,0,NA
"2526","66548_2013-14",4,14,18,2,1,4,7,4
"2527","66555_2013-14",0,0,0,0,0,0,0,NA
"2528","66563_2013-14",0,0,0,0,0,0,0,NA
"2529","66589_2013-14",0,0,0,0,0,0,0,0
"2530","66597_2013-14",0,2,2,0,0,2,0,NA
"2531","66613_2013-14",0,0,0,0,0,0,0,NA
"2532","66621_2013-14",0,6,6,1,0,3,2,0
"2533","66647_2013-14",0,0,0,0,0,0,0,0
"2534","66670_2013-14",5,54,59,0,0,58,1,0
"2535","66696_2013-14",0,0,0,0,0,0,0,NA
"2536","66746_2013-14",0,0,0,0,0,0,0,0
