"","dist_year","enroll_asian","enroll_black","enroll_hisp","enroll_white","enroll_other","enroll_female","enroll_male"
"1487","64071_2014-15",2,1,80,162,57,151,151
"1488","64071_2015-16",3,4,76,150,49,146,136
"1489","64105_2011-12",0,0,11,71,4,34,52
"1490","64105_2012-13",0,0,12,71,4,40,47
"1491","64105_2013-14",0,0,10,66,4,37,43
"1492","64105_2016-17",1,0,11,71,4,39,48
"1493","64139_2011-12",9,19,114,761,72,477,498
"1494","64139_2012-13",8,18,147,729,79,495,486
"1495","64139_2013-14",10,14,139,691,84,468,470
"1496","64139_2014-15",7,10,141,629,86,430,443
"1497","64139_2015-16",8,15,130,591,95,403,436
"1498","64139_2016-17",8,19,123,562,94,388,418
"1499","64162_2011-12",2,1,13,104,21,74,67
"1500","64162_2012-13",1,5,16,114,21,82,75
"1501","64162_2013-14",2,10,43,297,27,180,199
"1502","64162_2014-15",4,3,43,242,21,162,151
"1503","64162_2015-16",4,5,44,255,31,186,153
"1504","64162_2016-17",3,4,50,241,36,177,157
"1505","64196_2011-12",4,8,36,155,36,129,110
"1506","64196_2012-13",3,5,30,140,38,105,111
"1507","64196_2013-14",5,4,29,106,44,94,94
"1508","64196_2014-15",5,3,33,93,37,93,78
"1509","64196_2015-16",5,4,31,98,28,84,82
"1510","64196_2016-17",3,3,44,106,49,100,105
"1511","64204_2011-12",1,4,41,196,16,112,146
"1512","64204_2012-13",1,9,33,176,12,107,124
"1513","64204_2015-16",0,2,49,170,24,121,124
"1514","64204_2016-17",1,1,44,144,25,91,124
"1515","64212_2011-12",2893,1045,4066,743,1403,4929,5221
"1516","64212_2012-13",2809,1006,4210,706,1446,4941,5236
"1517","64212_2013-14",2750,963,4143,659,1458,4881,5092
"1518","64212_2014-15",2662,979,4263,648,1495,4970,5077
"1519","64212_2015-16",2578,959,4315,644,1529,4962,5063
"1520","64212_2016-17",2585,932,4317,616,1552,4952,5050
"1521","64246_2011-12",362,4784,13990,5064,1337,12556,12981
"1522","64246_2012-13",370,4636,13158,4934,1718,12088,12728
"1523","64246_2013-14",417,4560,13373,4785,1333,11888,12580
"1524","64246_2014-15",387,4494,14496,3979,1263,11921,12698
"1525","64246_2015-16",334,4319,14480,3608,1386,11679,12448
"1526","64246_2016-17",314,4209,14653,3260,1469,11580,12325
"1527","64261_2011-12",3443,90,697,855,167,2567,2685
"1528","64261_2012-13",3360,97,721,818,177,2539,2634
"1529","64261_2013-14",3349,90,710,787,202,2551,2587
"1530","64261_2014-15",3256,98,735,760,205,2502,2552
"1531","64261_2015-16",3228,109,748,702,236,2460,2563
"1532","64261_2016-17",3186,103,713,702,253,2445,2512
"1533","64279_2011-12",46,48,4201,189,122,2279,2327
"1534","64279_2012-13",40,50,4074,178,109,2166,2285
"1535","64279_2013-14",39,46,3927,179,92,2083,2200
"1536","64279_2014-15",38,44,3852,179,107,2024,2196
"1537","64279_2015-16",34,55,3760,141,90,1932,2148
"1538","64279_2016-17",43,58,3702,135,76,1895,2119
"1539","64287_2011-12",372,646,9207,524,319,5701,5367
"1540","64287_2012-13",384,583,9130,461,339,5540,5357
"1541","64287_2013-14",369,598,9137,509,373,5667,5319
"1542","64287_2014-15",377,555,8701,569,356,5440,5118
"1543","64287_2015-16",405,594,8932,550,404,5527,5358
"1544","64287_2016-17",421,527,7910,514,1108,5373,5107
"1545","64295_2011-12",38,23,1801,28,25,983,932
"1546","64295_2012-13",40,14,1785,28,21,971,917
"1547","64295_2013-14",44,12,1727,27,22,926,906
"1548","64295_2014-15",40,11,1701,25,24,878,923
"1549","64295_2015-16",49,9,1642,21,25,861,885
"1550","64295_2016-17",51,15,1560,20,21,795,872
"1551","64303_2011-12",254,1042,3954,896,633,3257,3522
"1552","64303_2012-13",249,986,3970,837,635,3188,3489
"1553","64303_2013-14",241,933,3809,741,610,3006,3328
"1554","64303_2014-15",233,894,3857,693,552,2981,3248
"1555","64303_2015-16",229,841,3742,652,501,2820,3145
"1556","64303_2016-17",229,755,3717,606,472,2713,3066
"1557","64311_2011-12",393,143,157,1958,56,1306,1401
"1558","64311_2012-13",352,133,161,1917,53,1263,1353
"1559","64311_2013-14",323,107,159,1829,58,1206,1270
"1560","64311_2014-15",311,95,174,1683,71,1134,1200
"1561","64311_2015-16",295,71,155,1647,71,1069,1170
"1562","64311_2016-17",257,58,163,1582,90,1021,1129
"1563","64329_2011-12",207,208,2292,1859,483,2506,2543
"1564","64329_2012-13",222,181,2308,1756,478,2400,2545
"1565","64329_2013-14",213,178,2420,1661,515,2394,2593
"1566","64329_2014-15",246,181,2516,1602,521,2433,2633
"1567","64329_2015-16",267,179,2534,1598,591,2456,2713
"1568","64329_2016-17",247,172,2517,1556,635,2452,2675
"1569","64337_2011-12",517,221,3842,4135,712,4678,4749
"1570","64337_2012-13",495,227,3776,4041,678,4597,4620
"1571","64337_2013-14",472,237,3632,3867,661,4415,4454
"1572","64337_2014-15",434,236,3720,3920,629,4511,4428
"1573","64337_2015-16",415,262,3637,3877,627,4438,4380
"1574","64337_2016-17",412,246,3359,3908,791,4380,4336
"1575","64345_2011-12",27,27,240,382,55,354,377
"1576","64345_2012-13",20,25,248,364,56,335,378
"1577","64345_2013-14",25,17,244,307,52,309,336
"1578","64345_2014-15",31,20,240,277,60,311,317
"1579","64345_2015-16",30,20,230,255,50,285,300
"1580","64345_2016-17",25,16,244,246,49,283,297
"1581","64352_2011-12",179,1092,4931,180,254,3047,3589
"1582","64352_2012-13",165,1112,4870,168,322,3068,3569
"1583","64352_2013-14",171,1113,4853,149,375,3062,3599
"1584","64352_2014-15",177,1224,5492,267,718,3686,4192
"1585","64352_2015-16",172,1276,5635,231,368,3666,4016
"1586","64352_2016-17",177,1242,5527,237,389,3482,4090
"1587","64378_2011-12",110,108,1762,761,218,1462,1497
"1588","64378_2012-13",101,104,1707,749,195,1375,1481
"1589","64378_2013-14",106,94,1638,657,189,1279,1405
"1590","64378_2014-15",112,97,1591,619,177,1227,1369
"1591","64378_2015-16",113,80,1545,583,166,1172,1315
"1592","64378_2016-17",115,82,1519,532,150,1138,1260
"1593","64394_2011-12",366,262,1283,1367,317,1808,1787
"1594","64394_2012-13",337,255,1373,1335,336,1838,1798
"1595","64394_2013-14",337,223,1426,1254,370,1851,1759
"1596","64394_2014-15",338,202,1429,1246,391,1797,1809
"1597","64394_2015-16",354,202,1414,1230,370,1775,1795
"1598","64394_2016-17",366,181,1464,1258,349,1800,1818
"1599","64436_2011-12",401,302,5234,941,316,3553,3641
"1600","64436_2012-13",387,258,5230,852,309,3467,3569
"1601","64436_2013-14",362,248,5027,786,258,3285,3396
"1602","64436_2014-15",358,208,4838,764,257,3127,3298
"1603","64436_2015-16",355,185,4694,677,256,3044,3123
"1604","64436_2016-17",340,168,4436,677,476,3001,3096
"1605","64444_2011-12",376,768,1357,762,140,1724,1679
"1606","64444_2012-13",365,709,1288,765,140,1661,1606
"1607","64444_2013-14",344,647,1268,779,125,1565,1598
"1608","64444_2014-15",345,636,1247,781,133,1587,1555
"1609","64444_2015-16",325,618,1256,794,174,1596,1571
"1610","64444_2016-17",322,585,1267,860,228,1614,1648
"1611","64451_2011-12",259,378,10385,911,227,5956,6204
"1612","64451_2012-13",246,381,10559,819,229,6045,6189
"1613","64451_2013-14",233,385,10618,753,233,6034,6188
"1614","64451_2014-15",222,381,10515,696,222,5903,6133
"1615","64451_2015-16",212,368,10500,666,225,5912,6059
"1616","64451_2016-17",207,353,10395,605,220,5778,6002
"1617","64469_2011-12",60,142,1354,174,127,942,915
"1618","64469_2012-13",56,115,1287,153,123,880,854
"1619","64469_2013-14",55,139,1693,179,145,1149,1062
"1620","64469_2014-15",50,107,1503,159,130,1005,944
"1621","64469_2015-16",50,78,1480,144,136,959,929
"1622","64469_2016-17",45,70,1250,201,245,920,891
"1623","64477_2011-12",7,199,462,81,20,357,412
"1624","64477_2012-13",9,209,441,77,18,360,394
"1625","64477_2013-14",9,179,428,70,13,338,361
"1626","64477_2014-15",3,161,400,60,20,308,336
"1627","64477_2015-16",3,186,395,51,25,317,343
"1628","64477_2016-17",6,165,428,52,24,319,356
"1629","64485_2011-12",29,17,1703,358,38,1050,1095
"1630","64485_2012-13",37,24,1708,321,35,1028,1097
"1631","64485_2013-14",36,29,1682,342,46,1059,1076
"1632","64485_2014-15",32,16,1645,304,46,1009,1034
"1633","64485_2015-16",33,19,1674,263,43,982,1050
"1634","64485_2016-17",28,22,1706,232,48,989,1047
"1635","64501_2011-12",355,7,1618,70,25,1003,1072
"1636","64501_2012-13",391,8,1554,52,27,953,1079
"1637","64501_2013-14",409,3,1644,45,31,1005,1127
"1638","64501_2014-15",394,5,1639,36,19,997,1096
"1639","64501_2015-16",358,5,1585,40,20,976,1032
"1640","64501_2016-17",348,3,1543,38,16,955,993
"1641","64519_2011-12",1995,34,7733,205,89,4864,5192
"1642","64519_2012-13",1911,26,7599,168,108,4816,4996
"1643","64519_2013-14",1843,31,7445,151,103,4679,4894
"1644","64519_2014-15",1833,24,7262,150,119,4546,4842
"1645","64519_2015-16",1815,25,7026,138,111,4440,4675
"1646","64519_2016-17",1844,29,6934,123,103,4303,4730
"1647","64527_2011-12",12,23,4738,63,36,2366,2506
"1648","64527_2012-13",10,21,4632,60,30,2336,2417
"1649","64527_2013-14",14,11,4437,49,28,2195,2344
"1650","64527_2014-15",19,11,4276,42,24,2115,2257
"1651","64527_2015-16",15,9,4137,45,23,2013,2216
"1652","64527_2016-17",13,9,4117,34,23,2001,2195
"1653","64535_2011-12",155,83,13,1228,317,882,914
"1654","64535_2012-13",129,84,433,923,233,919,883
"1655","64535_2013-14",126,92,430,947,224,928,891
"1656","64535_2014-15",126,89,124,1238,261,915,923
"1657","64535_2015-16",121,98,407,962,250,920,918
"1658","64535_2016-17",114,101,403,923,257,898,900
"1659","64550_2011-12",666,8,497,15,20,586,620
"1660","64550_2012-13",712,9,490,16,15,587,655
"1661","64550_2013-14",699,6,495,10,19,577,652
"1662","64550_2014-15",648,9,471,10,23,562,599
"1663","64550_2015-16",695,6,425,10,29,557,608
"1664","64550_2016-17",719,3,419,7,29,559,618
"1665","64568_2011-12",1676,185,2979,7448,1068,6452,6904
"1666","64568_2012-13",1590,166,2955,7308,1082,6338,6763
"1667","64568_2013-14",1527,157,2885,6995,1057,6063,6558
"1668","64568_2014-15",1469,156,2838,6899,1059,5959,6462
"1669","64568_2015-16",1417,148,2796,6734,1044,5823,6316
"1670","64568_2016-17",1398,132,2700,6773,1032,5726,6309
"1671","64576_2011-12",178,70,1321,1923,241,1810,1923
"1672","64576_2012-13",193,64,1394,1876,255,1827,1955
"1673","64576_2013-14",212,68,1482,1806,263,1827,2004
"1674","64576_2014-15",232,60,1572,1761,271,1886,2010
"1675","64576_2015-16",250,49,1577,1703,267,1892,1954
"1676","64576_2016-17",255,49,1626,1697,262,1911,1978
"1677","64584_2011-12",36,63,282,498,47,528,398
"1678","64584_2012-13",36,58,319,540,12,551,414
"1679","64584_2013-14",36,59,314,546,35,567,423
"1680","64584_2014-15",46,56,338,575,44,606,453
"1681","64584_2015-16",36,45,408,611,106,708,498
"1682","64584_2016-17",38,50,426,635,122,742,529
"1683","64592_2011-12",101,520,1597,46,101,1224,1141
"1684","64592_2012-13",98,523,1654,52,102,1216,1213
"1685","64592_2013-14",75,475,1689,61,102,1197,1205
"1686","64592_2014-15",66,475,1618,58,103,1129,1191
"1687","64592_2015-16",70,475,1597,54,98,1134,1160
"1688","64592_2016-17",70,451,1626,53,95,1138,1157
"1689","64600_2011-12",30,120,589,540,98,757,620
"1690","64600_2012-13",33,132,695,581,99,822,718
"1691","64600_2013-14",23,140,696,594,82,771,764
"1692","64600_2014-15",15,1,38,252,26,165,167
"1693","64600_2015-16",17,2,43,279,33,180,194
"1694","64600_2016-17",12,1,37,271,32,169,184
"1695","64626_2012-13",0,1,9,50,6,29,37
"1696","64626_2013-14",0,1,10,44,6,26,35
"1697","64626_2014-15",0,0,7,37,5,26,23
"1698","64626_2016-17",0,0,13,24,1,17,21
"1699","64634_2011-12",17,2375,3486,16,77,2926,3045
"1700","64634_2012-13",24,2340,3408,19,104,2875,3020
"1701","64634_2013-14",21,2241,3240,25,113,2790,2850
"1702","64634_2014-15",18,2041,3008,15,81,2533,2630
"1703","64634_2015-16",17,1854,2919,12,77,2361,2518
"1704","64634_2016-17",14,1671,2831,18,82,2208,2408
"1705","64642_2011-12",2,39,493,110,15,332,327
"1706","64642_2012-13",2,42,501,104,16,326,339
"1707","64642_2013-14",1,44,499,99,16,317,342
"1708","64642_2014-15",2,34,492,84,11,287,336
"1709","64642_2015-16",1,29,526,76,5,300,337
"1710","64642_2016-17",0,26,504,91,5,313,313
"1711","64659_2011-12",558,11,194,1234,129,1008,1118
"1712","64659_2012-13",563,11,203,1256,124,1012,1145
"1713","64659_2013-14",556,11,223,1194,134,1000,1118
"1714","64659_2014-15",564,12,235,1157,146,1020,1094
"1715","64659_2015-16",582,12,242,1095,157,1005,1083
"1716","64659_2016-17",572,16,227,1087,189,991,1100
"1717","64667_2011-12",34,972,1485,582,123,1502,1694
"1718","64667_2012-13",34,985,1526,533,124,1525,1677
"1719","64667_2013-14",31,978,1528,473,126,1522,1614
"1720","64667_2014-15",35,991,1574,459,122,1551,1630
"1721","64667_2015-16",42,906,1571,455,145,1524,1595
"1722","64667_2016-17",44,962,1656,432,148,1598,1644
"1723","64683_2011-12",411,141,446,4738,139,2814,3061
"1724","64683_2012-13",400,139,485,4622,161,2787,3020
"1725","64683_2013-14",386,141,509,4531,183,2726,3024
"1726","64683_2014-15",361,140,527,4543,216,2796,2991
"1727","64683_2015-16",374,150,547,4547,240,2836,3022
"1728","64683_2016-17",356,173,581,4619,275,2933,3071
"1729","64691_2011-12",82,209,1299,70,75,880,855
"1730","64691_2012-13",90,188,1336,60,91,869,896
"1731","64691_2013-14",76,196,1313,67,79,872,859
"1732","64691_2014-15",79,185,1317,75,88,885,859
"1733","64691_2015-16",73,177,1381,66,85,877,905
"1734","64691_2016-17",67,166,1420,62,84,891,908
"1735","64709_2011-12",7,186,2519,7,76,1388,1407
"1736","64709_2012-13",9,232,2471,4,53,1397,1372
"1737","64709_2013-14",7,219,2330,19,225,1398,1402
"1738","64709_2014-15",10,172,2418,8,138,1389,1357
"1739","64709_2015-16",8,137,2177,15,299,1346,1290
"1740","64709_2016-17",8,190,2278,10,235,1402,1319
"1741","64717_2011-12",22,25,1000,49,34,535,595
"1742","64717_2012-13",19,22,979,53,39,506,606
"1743","64717_2013-14",16,19,1000,57,22,511,603
"1744","64717_2014-15",13,21,942,58,25,524,535
"1745","64717_2015-16",6,20,930,54,27,533,504
"1746","64717_2016-17",4,20,946,50,25,517,528
"1747","64725_2011-12",3116,6861,20619,6108,2972,19591,20085
"1748","64725_2012-13",2993,6606,20360,5856,2960,19163,19612
"1749","64725_2013-14",2908,6269,20217,5673,3027,18886,19208
"1750","64725_2014-15",2867,5969,19830,5504,2958,18240,18888
"1751","64725_2015-16",2809,5499,19413,5254,3024,17642,18357
"1752","64725_2016-17",2811,5118,19261,5039,3126,17419,17936
"1753","64733_2011-12",11551,30144,216933,28911,14473,147478,154534
"1754","64733_2012-13",11128,29038,218093,24250,14437,144594,152352
"1755","64733_2013-14",10825,27692,216361,24225,14659,142880,150882
"1756","64733_2014-15",10242,26434,214627,24832,11744,139814,148065
"1757","64733_2015-16",10187,24871,209589,24841,12318,136555,145251
"1758","64733_2016-17",10137,23755,208706,24287,11219,134695,143409
"1759","64758_2011-12",1,1,409,4,4,194,225
"1760","64758_2012-13",1,0,404,2,5,189,223
"1761","64758_2013-14",1,1,374,0,10,199,187
"1762","64758_2014-15",2,3,389,5,6,202,203
"1763","64758_2015-16",2,2,358,8,5,169,206
"1764","64758_2016-17",1,3,320,6,5,150,185
"1765","64766_2011-12",20,6,418,255,26,370,355
"1766","64766_2012-13",19,8,453,253,31,374,390
"1767","64766_2013-14",25,9,470,249,31,367,417
"1768","64766_2014-15",25,10,480,233,30,366,412
"1769","64766_2015-16",25,12,507,236,28,392,416
"1770","64766_2016-17",19,13,515,216,28,409,382
"1771","64774_2011-12",8,433,6550,21,24,3345,3691
"1772","64774_2012-13",7,354,6364,22,27,3255,3519
"1773","64774_2013-14",5,373,6301,34,24,3248,3489
"1774","64774_2014-15",7,381,6242,36,27,3228,3465
"1775","64774_2015-16",9,390,6212,40,22,3223,3450
"1776","64774_2016-17",9,398,6040,30,21,3131,3367
"1777","64790_2011-12",83,268,1635,714,118,1403,1415
"1778","64790_2012-13",75,264,1643,700,123,1342,1463
"1779","64790_2013-14",83,262,1704,691,135,1380,1495
"1780","64790_2014-15",88,242,1707,674,146,1348,1509
"1781","64790_2015-16",90,239,1714,602,152,1306,1491
"1782","64790_2016-17",98,200,1635,577,146,1216,1440
"1783","64808_2011-12",395,48,14666,317,120,7597,7949
"1784","64808_2012-13",383,36,14461,275,116,7458,7813
"1785","64808_2013-14",333,54,14094,254,119,7243,7611
"1786","64808_2014-15",305,49,13802,230,132,7034,7484
"1787","64808_2015-16",310,47,13295,204,138,6763,7231
"1788","64808_2016-17",285,39,12874,181,152,6526,7005
"1789","64816_2011-12",94,0,1488,9,8,826,773
"1790","64816_2012-13",95,3,1422,4,4,769,759
"1791","64816_2016-17",91,1,1374,0,8,699,775
"1792","64832_2011-12",0,0,0,0,0,0,0
"1793","64832_2012-13",0,0,0,0,0,0,0
"1794","64832_2013-14",0,0,0,0,0,0,0
"1795","64832_2014-15",0,0,0,0,0,0,0
"1796","64832_2015-16",0,0,0,0,0,0,0
"1797","64832_2016-17",0,0,0,0,0,0,0
"1798","64840_2011-12",293,310,7700,1114,486,4816,5087
"1799","64840_2012-13",296,264,7456,1054,493,4641,4922
"1800","64840_2013-14",292,226,7287,967,485,4439,4818
"1801","64840_2014-15",279,234,7181,886,440,4342,4678
"1802","64840_2015-16",273,215,7119,833,434,4211,4663
"1803","64840_2016-17",298,228,6949,775,409,4148,4511
"1804","64857_2011-12",43,840,3309,444,234,2359,2511
"1805","64857_2012-13",47,931,3848,492,269,2744,2843
"1806","64857_2013-14",45,962,4014,506,302,2831,2998
"1807","64857_2014-15",45,1012,4260,527,236,2848,3232
"1808","64857_2015-16",49,991,4466,530,205,3029,3212
"1809","64857_2016-17",43,917,4676,537,205,3139,3239
"1810","64865_2011-12",1656,182,525,3614,275,3068,3184
"1811","64865_2012-13",1636,188,544,3639,294,3090,3211
"1812","64865_2013-14",1667,185,547,3549,358,3099,3207
"1813","64865_2014-15",1652,183,617,3337,411,3055,3145
"1814","64865_2015-16",1643,180,664,3177,486,3016,3134
"1815","64865_2016-17",1636,162,678,3025,542,2977,3066
"1816","64873_2011-12",46,720,6717,128,130,3836,3905
"1817","64873_2012-13",42,689,6743,110,141,3814,3911
"1818","64873_2013-14",51,669,6698,91,169,3785,3893
"1819","64873_2014-15",52,678,6580,76,158,3668,3876
"1820","64873_2015-16",52,653,6576,76,164,3632,3889
"1821","64873_2016-17",48,590,6616,88,156,3639,3859
"1822","64881_2011-12",196,1604,5274,1100,504,4233,4445
"1823","64881_2012-13",219,1528,5226,1100,487,4143,4417
"1824","64881_2013-14",222,1389,5076,1159,476,4029,4293
"1825","64881_2014-15",229,1286,4969,1150,484,3930,4188
"1826","64881_2015-16",240,1169,5031,1166,418,3851,4173
"1827","64881_2016-17",262,1084,4955,1221,425,3811,4136
"1828","64890_2011-12",0,41,60,16,13,68,62
"1829","64890_2012-13",1,46,95,23,13,95,83
"1830","64907_2011-12",534,787,9982,505,379,5923,6264
"1831","64907_2012-13",494,739,9921,493,343,5846,6144
"1832","64907_2013-14",470,686,9867,452,318,5672,6121
"1833","64907_2014-15",425,629,9581,474,285,5396,5998
"1834","64907_2015-16",392,581,9418,438,285,5322,5792
"1835","64907_2016-17",378,551,9421,399,288,5268,5769
"1836","64931_2011-12",328,6,262,10,13,308,311
"1837","64931_2012-13",379,3,260,13,8,324,339
"1838","64931_2013-14",369,3,237,13,13,305,330
"1839","64931_2014-15",315,5,241,14,20,289,306
"1840","64931_2015-16",346,2,271,16,19,290,364
"1841","64931_2016-17",359,2,275,10,14,313,347
"1842","64964_2011-12",929,13,132,515,50,778,861
"1843","64964_2012-13",966,15,151,504,54,791,899
"1844","64964_2013-14",987,14,154,484,71,796,914
"1845","64964_2014-15",997,14,171,457,84,796,927
"1846","64964_2015-16",997,16,154,458,105,789,941
"1847","64964_2016-17",979,13,125,419,136,758,914
"1848","64980_2011-12",336,418,1838,2759,374,2729,2996
"1849","64980_2012-13",335,401,1764,2739,352,2675,2916
"1850","64980_2013-14",339,405,1722,2712,318,2611,2885
"1851","64980_2014-15",339,419,1711,2645,313,2615,2812
"1852","64980_2015-16",326,417,1730,2593,414,2625,2855
"1853","64980_2016-17",319,370,1664,2526,447,2604,2722
"1854","64998_2011-12",0,0,0,0,0,0,0
"1855","64998_2012-13",0,0,0,0,0,0,0
"1856","64998_2013-14",0,0,0,0,0,0,0
"1857","64998_2014-15",0,0,0,0,0,0,0
"1858","64998_2015-16",0,0,0,0,0,0,0
"1859","64998_2016-17",0,0,0,0,0,0,0
"1860","65029_2011-12",869,73,518,720,114,1133,1161
"1861","65029_2012-13",840,74,541,720,125,1115,1185
"1862","65029_2013-14",848,65,557,699,149,1118,1200
"1863","65029_2014-15",847,50,557,651,162,1077,1190
"1864","65029_2015-16",808,52,570,657,185,1050,1222
"1865","65029_2016-17",807,48,560,637,222,1036,1238
"1866","65037_2011-12",4,6,703,21,15,350,399
"1867","65037_2012-13",2,2,695,21,14,361,373
"1868","65037_2013-14",0,1,717,25,13,386,370
"1869","65037_2014-15",2,4,701,23,18,366,382
"1870","65037_2015-16",5,5,694,28,15,350,397
"1871","65037_2016-17",6,5,648,27,12,328,370
"1872","65045_2011-12",0,0,0,0,0,0,0
"1873","65045_2012-13",0,0,0,0,0,0,0
"1874","65045_2013-14",0,0,0,0,0,0,0
"1875","65045_2014-15",0,0,0,0,0,0,0
"1876","65045_2015-16",0,0,0,0,0,0,0
"1877","65045_2016-17",0,0,0,0,0,0,0
"1878","65052_2011-12",1933,22,606,377,110,1494,1554
"1879","65052_2012-13",1986,33,603,353,122,1497,1600
"1880","65052_2013-14",1997,23,621,349,129,1520,1599
"1881","65052_2014-15",2019,16,626,350,129,1503,1637
"1882","65052_2015-16",1991,19,593,310,116,1454,1575
"1883","65052_2016-17",2049,17,605,267,115,1453,1600
"1884","65060_2011-12",3742,622,2959,3862,1519,6263,6441
"1885","65060_2012-13",3634,658,3122,3661,1609,6267,6417
"1886","65060_2013-14",3518,644,3359,3348,1594,6144,6319
"1887","65060_2014-15",3456,560,3406,3107,1703,6068,6164
"1888","65060_2015-16",3382,533,3475,2977,1762,5988,6141
"1889","65060_2016-17",3282,525,3580,2797,1795,5943,6036
"1890","65078_2011-12",8,2,287,2,2,162,139
"1891","65078_2012-13",13,1,272,3,7,141,155
"1892","65078_2013-14",8,3,279,3,5,141,157
"1893","65078_2015-16",11,1,261,2,1,133,143
"1894","65094_2011-12",566,632,4234,1552,639,3826,3797
